Date,Price,Change,% Change,EPS,PER,8X,9.8X,11.6X,13.4X,15.2X,17X
25W01,31.55,-0.15,-0.47%,-4.17,,-,-,-,-,-,-
24W52,31.7,-1.85,-5.51%,-4.17,,-,-,-,-,-,-
24W51,33.55,+1.25,+3.87%,-4.22,,-,-,-,-,-,-
24W50,32.3,+0.1,+0.31%,-4.28,,-,-,-,-,-,-
24W49,32.2,0,0%,-4.33,,-,-,-,-,-,-
24W48,32.2,+3.7,+13%,-4.39,,-,-,-,-,-,-
24W47,28.5,-2,-6.56%,-4.44,,-,-,-,-,-,-
24W46,30.5,-1.5,-4.69%,-4.49,,-,-,-,-,-,-
24W45,32,-0.2,-0.62%,-4.55,,-,-,-,-,-,-
24W44,32.2,-1.7,-5.01%,-4.6,,-,-,-,-,-,-
24W43,33.9,+0.65,+1.95%,-4.66,,-,-,-,-,-,-
24W42,33.25,-2.25,-6.34%,-4.71,,-,-,-,-,-,-
24W41,35.5,-0.9,-2.47%,-4.76,,-,-,-,-,-,-
24W40,36.4,-0.4,-1.09%,-4.82,,-,-,-,-,-,-
24W39,36.8,-0.4,-1.08%,-4.87,,-,-,-,-,-,-
24W38,37.2,-1.15,-3%,-4.93,,-,-,-,-,-,-
24W37,38.35,-1.2,-3.03%,-4.98,,-,-,-,-,-,-
24W36,39.55,+0.2,+0.51%,-5.03,,-,-,-,-,-,-
24W35,39.35,+0.55,+1.42%,-5.09,,-,-,-,-,-,-
24W34,38.8,+0.8,+2.11%,-5.14,,-,-,-,-,-,-
24W33,38,+2,+5.56%,-5.2,,-,-,-,-,-,-
24W32,36,-0.35,-0.96%,-5.25,,-,-,-,-,-,-
24W31,36.35,-1.35,-3.58%,-5.3,,-,-,-,-,-,-
24W30,37.7,-1.3,-3.33%,-5.36,,-,-,-,-,-,-
24W29,39,-1.65,-4.06%,-5.41,,-,-,-,-,-,-
24W28,40.65,+2.15,+5.58%,-5.47,,-,-,-,-,-,-
24W27,38.5,-0.15,-0.39%,-5.52,,-,-,-,-,-,-
24W26,38.65,+0.4,+1.05%,-5.58,,-,-,-,-,-,-
24W25,38.25,+2.6,+7.29%,-5.63,,-,-,-,-,-,-
24W24,35.65,+2.9,+8.85%,-5.68,,-,-,-,-,-,-
24W23,32.75,+0.65,+2.02%,-5.74,,-,-,-,-,-,-
24W22,32.1,-0.3,-0.93%,-5.79,,-,-,-,-,-,-
24W21,32.4,+0.2,+0.62%,-5.85,,-,-,-,-,-,-
24W20,32.2,-0.4,-1.23%,-5.9,,-,-,-,-,-,-
24W19,32.6,-1.05,-3.12%,-5.95,,-,-,-,-,-,-
24W18,33.65,+1.1,+3.38%,-6.01,,-,-,-,-,-,-
24W17,32.55,-2.25,-6.47%,-6.06,,-,-,-,-,-,-
24W16,34.8,-1.7,-4.66%,-6.12,,-,-,-,-,-,-
24W15,36.5,-0.2,-0.54%,-6.17,,-,-,-,-,-,-
24W14,36.7,-0.85,-2.26%,-6.22,,-,-,-,-,-,-
24W13,37.55,+1.5,+4.16%,-6.28,,-,-,-,-,-,-
24W12,36.05,-0.65,-1.77%,-6.33,,-,-,-,-,-,-
24W11,36.7,-0.5,-1.34%,-6.39,,-,-,-,-,-,-
24W10,37.2,-2.15,-5.46%,-6.44,,-,-,-,-,-,-
24W09,39.35,-0.15,-0.38%,-6.49,,-,-,-,-,-,-
24W08,39.5,-2.5,-5.95%,-6.55,,-,-,-,-,-,-
24W07,42,+1.25,+3.07%,-6.6,,-,-,-,-,-,-
24W06,40.75,+2.25,+5.84%,-6.66,,-,-,-,-,-,-
24W05,38.5,+2.6,+7.24%,-6.71,,-,-,-,-,-,-
24W04,35.9,+0.1,+0.28%,-6.76,,-,-,-,-,-,-
24W03,35.8,-0.1,-0.28%,-6.82,,-,-,-,-,-,-
24W02,35.9,-0.1,-0.28%,-6.87,,-,-,-,-,-,-
24W01,36,-0.1,-0.28%,-6.93,,-,-,-,-,-,-
23W52,36.1,-1.25,-3.35%,-6.98,,-,-,-,-,-,-
23W51,37.35,-0.1,-0.27%,-7.02,,-,-,-,-,-,-
23W50,37.45,+2.65,+7.61%,-7.05,,-,-,-,-,-,-
23W49,34.8,+0.3,+0.87%,-7.09,,-,-,-,-,-,-
23W48,34.5,+1.9,+5.83%,-7.12,,-,-,-,-,-,-
