Date,Price,Change,% Change,EPS,PER,8X,9.8X,11.6X,13.4X,15.2X,17X
25W01,24.6,-1.4,-5.38%,-0.99,,-,-,-,-,-,-
24W52,26,+2.2,+9.24%,-0.99,,-,-,-,-,-,-
24W51,23.8,-1.2,-4.8%,-0.95,,-,-,-,-,-,-
24W50,25,-2.1,-7.75%,-0.92,,-,-,-,-,-,-
24W49,27.1,+0.7,+2.65%,-0.88,,-,-,-,-,-,-
24W48,26.4,-2.4,-8.33%,-0.85,,-,-,-,-,-,-
24W47,28.8,+2.75,+10.6%,-0.81,,-,-,-,-,-,-
24W46,26.05,+0.1,+0.39%,-0.78,,-,-,-,-,-,-
24W45,25.95,-3.9,-13.1%,-0.74,,-,-,-,-,-,-
24W44,29.85,+3.2,+12%,-0.71,,-,-,-,-,-,-
24W43,26.65,+5.35,+25.1%,-0.67,,-,-,-,-,-,-
24W42,21.3,-0.25,-1.16%,-0.64,,-,-,-,-,-,-
24W41,21.55,+0.45,+2.13%,-0.6,,-,-,-,-,-,-
24W40,21.1,+0.15,+0.72%,-0.57,,-,-,-,-,-,-
24W39,20.95,+0.6,+2.95%,-0.53,,-,-,-,-,-,-
24W38,20.35,+0.55,+2.78%,-0.5,,-,-,-,-,-,-
24W37,19.8,-0.35,-1.74%,-0.46,,-,-,-,-,-,-
24W36,20.15,-1.5,-6.93%,-0.43,,-,-,-,-,-,-
24W35,21.65,-0.85,-3.78%,-0.39,,-,-,-,-,-,-
24W34,22.5,+1.4,+6.64%,-0.36,,-,-,-,-,-,-
24W33,21.1,+0.65,+3.18%,-0.32,,-,-,-,-,-,-
24W32,20.45,-2.75,-11.9%,-0.29,,-,-,-,-,-,-
24W31,23.2,+0.2,+0.87%,-0.25,,-,-,-,-,-,-
24W30,23,-1.05,-4.37%,-0.22,,-,-,-,-,-,-
24W29,24.05,-0.85,-3.41%,-0.18,,-,-,-,-,-,-
24W28,24.9,-0.05,-0.2%,-0.15,,-,-,-,-,-,-
24W27,24.95,+0.95,+3.96%,-0.11,,-,-,-,-,-,-
24W26,24,-0.15,-0.62%,-0.07,,-,-,-,-,-,-
24W25,24.15,+0.35,+1.47%,-0.04,,-,-,-,-,-,-
24W24,23.8,-0.45,-1.86%,0,,-,-,-,-,-,-
24W23,24.25,-0.75,-3%,0.03,793.1,0.459,0.55,0.642,0.734,0.826,0.917
24W22,25,+0.1,+0.4%,0.07,380.1,0.987,1.184,1.381,1.578,1.776,1.973
24W21,24.9,+0.55,+2.26%,0.1,246.6,1.514,1.817,2.12,2.423,2.726,3.029
24W20,24.35,+0.6,+2.53%,0.14,178.8,2.042,2.451,2.859,3.268,3.676,4.085
24W19,23.75,-0.8,-3.26%,0.17,138.6,2.57,3.084,3.598,4.112,4.626,5.14
24W18,24.55,+0.3,+1.24%,0.21,118.9,3.098,3.718,4.337,4.957,5.577,6.196
24W17,24.25,+0.1,+0.41%,0.24,100.3,3.626,4.351,5.076,5.802,6.527,7.252
24W16,24.15,-1.95,-7.47%,0.28,87.21,4.154,4.985,5.815,6.646,7.477,8.308
24W15,26.1,-0.15,-0.57%,0.31,83.62,4.682,5.618,6.554,7.491,8.427,9.363
24W14,26.25,+0.3,+1.16%,0.35,75.58,5.21,6.252,7.293,8.335,9.377,10.42
24W13,25.95,-1.2,-4.42%,0.38,67.84,5.738,6.885,8.033,9.18,10.33,11.48
24W12,27.15,+1.1,+4.22%,0.42,65,6.265,7.518,8.772,10.02,11.28,12.53
24W11,26.05,-1.6,-5.79%,0.45,57.52,6.793,8.152,9.511,10.87,12.23,13.59
24W10,27.65,-1.65,-5.63%,0.49,56.65,7.321,8.785,10.25,11.71,13.18,14.64
24W09,29.3,0,0%,0.52,55.99,7.849,9.419,10.99,12.56,14.13,15.7
24W08,29.3,-0.7,-2.33%,0.56,52.47,8.377,10.05,11.73,13.4,15.08,16.75
24W07,30,+1.85,+6.57%,0.59,50.53,8.905,10.69,12.47,14.25,16.03,17.81
24W06,28.15,-0.45,-1.57%,0.63,44.76,9.433,11.32,13.21,15.09,16.98,18.87
24W05,28.6,+0.1,+0.35%,0.66,43.07,9.961,11.95,13.94,15.94,17.93,19.92
24W04,28.5,+1.05,+3.83%,0.7,40.76,10.49,12.59,14.68,16.78,18.88,20.98
24W03,27.45,-0.1,-0.36%,0.73,37.38,11.02,13.22,15.42,17.63,19.83,22.03
