Date,Price,Change,% Change,EPS,PER,8X,9.8X,11.6X,13.4X,15.2X,17X
25W01,52.5,-6,-10.3%,4.28,12.27,47.08,51.36,55.64,59.92,64.2,68.48
24W52,58.5,+1.2,+2.09%,4.28,13.67,47.08,51.36,55.64,59.92,64.2,68.48
24W51,57.3,-1.5,-2.55%,4.28,13.39,47.08,51.36,55.64,59.92,64.2,68.48
24W50,58.8,+0.6,+1.03%,4.28,13.74,47.08,51.36,55.64,59.92,64.2,68.48
24W49,58.2,-0.8,-1.36%,4.28,13.6,47.08,51.36,55.64,59.92,64.2,68.48
24W48,59,+2,+3.51%,4.28,13.79,47.08,51.36,55.64,59.92,64.2,68.48
24W47,57,-0.8,-1.38%,4.28,13.32,47.08,51.36,55.64,59.92,64.2,68.48
24W46,57.8,-1.6,-2.69%,4.28,13.5,47.08,51.36,55.64,59.92,64.2,68.48
24W45,59.4,-2,-3.26%,4.28,13.88,47.08,51.36,55.64,59.92,64.2,68.48
24W44,61.4,+0.2,+0.33%,4.28,14.35,47.08,51.36,55.64,59.92,64.2,68.48
24W43,61.2,-1.8,-2.86%,4.28,14.3,47.08,51.36,55.64,59.92,64.2,68.48
24W42,63,-0.4,-0.63%,4.28,14.72,47.08,51.36,55.64,59.92,64.2,68.48
24W41,63.4,-1.2,-1.86%,4.28,14.81,47.08,51.36,55.64,59.92,64.2,68.48
24W40,64.6,0,0%,4.28,15.09,47.08,51.36,55.64,59.92,64.2,68.48
24W39,64.6,-0.2,-0.31%,4.28,15.09,47.08,51.36,55.64,59.92,64.2,68.48
24W38,64.8,+0.8,+1.25%,4.28,15.14,47.08,51.36,55.64,59.92,64.2,68.48
24W37,64,-0.4,-0.62%,4.28,14.95,47.08,51.36,55.64,59.92,64.2,68.48
24W36,64.4,-1.3,-1.98%,4.28,15.05,47.08,51.36,55.64,59.92,64.2,68.48
24W35,65.7,-2,-2.95%,4.28,15.35,47.08,51.36,55.64,59.92,64.2,68.48
24W34,67.7,+0.7,+1.04%,4.28,15.82,47.08,51.36,55.64,59.92,64.2,68.48
24W33,67,+0.2,+0.3%,4.28,15.65,47.08,51.36,55.64,59.92,64.2,68.48
24W32,66.8,-1.2,-1.76%,4.28,15.61,47.08,51.36,55.64,59.92,64.2,68.48
24W31,68,+0.6,+0.89%,4.28,15.89,47.08,51.36,55.64,59.92,64.2,68.48
24W30,67.4,-0.1,-0.15%,4.28,15.75,47.08,51.36,55.64,59.92,64.2,68.48
24W29,67.5,-0.9,-1.32%,4.28,15.77,47.08,51.36,55.64,59.92,64.2,68.48
24W28,68.4,+0.4,+0.59%,4.28,15.98,47.08,51.36,55.64,59.92,64.2,68.48
24W27,68,-1.4,-2.02%,4.28,15.89,47.08,51.36,55.64,59.92,64.2,68.48
24W26,69.4,+2.6,+3.89%,4.28,16.21,47.08,51.36,55.64,59.92,64.2,68.48
24W25,66.8,-0.2,-0.3%,4.28,15.61,47.08,51.36,55.64,59.92,64.2,68.48
24W24,67,-0.8,-1.18%,4.28,15.65,47.08,51.36,55.64,59.92,64.2,68.48
24W23,67.8,+0.1,+0.15%,4.28,15.84,47.08,51.36,55.64,59.92,64.2,68.48
24W22,67.7,-1.4,-2.03%,4.28,15.82,47.08,51.36,55.64,59.92,64.2,68.48
24W21,69.1,-5.5,-7.37%,4.28,16.14,47.08,51.36,55.64,59.92,64.2,68.48
24W20,74.6,+19.6,+35.6%,4.28,17.43,47.08,51.36,55.64,59.92,64.2,68.48
