3308	聯德	23.3
3310	佳穎	91.9
3311	閎暉	34.55
3312	弘憶股	54.3
3313	斐成	14.85
3317	尼克森	47.7
3321	同泰	15.85
3322	建舜電	16.6
3323	加百裕	32.85
3324	雙鴻	662
3325	旭品	19.4
3332	幸康	40
3338	泰碩	63.9
3339	泰谷	38.45
3346	麗清	34.85
3349	寶德	18.9
3354	律勝	21.65
3356	奇偶	55.6
3357	臺慶科	117.5
3360	尚立	14.95
3362	先進光	198
3363	上詮	236.5
3372	典範	14.85
3373	熱映	19.9
3374	精材	204
3376	新日興	182.5
3379	彬台	33.55
3380	明泰	34.2
3388	崇越電	69.7
3390	旭軟	26.5
3402	漢科	102
3406	玉晶光	463.5
3413	京鼎	310.5
3416	融程電	148
3419	譁裕	17
3426	台興	48.05
3430	奇鈦科	58.7
3432	台端	15.4
3434	哲固	29.5
3437	榮創	21.45
3438	類比科	64.6
3441	聯一光	35.15
3444	利機	77.8
3447	展達	60.4
3450	聯鈞	236
3454	晶睿	113
3455	由田	118.5
3465	進泰電子	52.7
3466	致振	63.3
3479	安勤	90
3481	群創	15
3483	力致	151.5
3484	崧騰	57.4
3489	筌寶	25
3490	單井	29.45
3491	昇達科	314
3492	長盛	24.6
3494	誠研	16.1
3498	陽程	56.2
3499	環天科	21.05
3501	維熹	60.4
3504	揚明光	52.5
3508	位速	25.3
3511	矽瑪	36.5
3512	能緹	29.9
3515	華擎	249.5
3516	亞帝歐	24
3518	柏騰	26
3520	華盈	19.7
3521	鴻翊	19
3522	御頂	24
3523	迎輝	20
3526	凡甲	266.5
3527	聚積	68
3528	安馳	51.1
3530	晶相光	86.9
3531	先益	26.5
3532	台勝科	103.5
3535	晶彩	50.9
3537	堡達	54
3540	曜越	35.3
3541	西柏	30.85
3543	州巧	21.8
3545	敦泰	90.7
3546	宇峻	77
3548	兆利	176.5
3550	聯穎	18.3
3551	世禾	121.5
3552	同致	93.8
3555	䳯鵬	32
3556	禾瑞亞	43.85
3557	嘉威	76.3
3558	神準	196
3563	牧德	397.5
3564	其陽	74.2
3567	逸昌	31
3570	大塚	173.5
3576	聯合再生	10.1
3577	泓格	60.5
3580	友威科	83.8
3581	博磊	52.4
3583	辛耘	421.5
3587	閎康	246.5
3588	通嘉	68.7
3591	艾笛森	24.85
3592	瑞鼎	376.5
3593	力銘	7.31
3594	磐儀	51
3596	智易	167.5
3597	映興	38.6
3605	宏致	51.2
3607	谷崧	18.7
3609	三一東林	39.85
3611	鼎翰	203
3615	安可	27.85
3617	碩天	359
3622	洋華	60.8
3623	富晶通	23.2
3624	光頡	43.15
3625	西勝	17.5
3628	盈正	45.95
3629	卓韋	19.1
3630	新鉅科	25
3631	晟楠	37.9
3632	研勤	13.2
3645	達邁	41.3
3646	艾恩特	28
3652	精聯	36.9
3663	鑫科	72
3664	安瑞-KY	23.6
3665	貿聯-KY	676
3666	光耀	30
3669	圓展	41.85
3672	康聯訊	20.2
3673	TPK-KY	37.85
3675	德微	232.5
3679	新至陞	131.5
3680	家登	507
3684	榮昌	44.7
3685	元創	16.2
3686	達能	19.6
3687	歐買尬	89.8
3689	湧德	105
3691	碩禾	78.2
3693	營邦	330.5
3694	海華	45.2
3701	大眾控	37.85
3702	大聯大	68.5
3703	欣陸	29.35
3704	合勤控	38.5
3705	永信	53.4
3706	神達	74.6
3707	漢磊	45.3
3708	上緯投控	93
3709	鑫聯大投控	30.3
3710	連展投控	11
3711	日月光投控	158
3712	永崴投控	62.6
3713	新晶投控	21.35
3714	富采	42.6
3715	定穎投控	63.7
4102	永日	30.4
4104	佳醫	86.3
4105	東洋	72.6
4106	雃博	24.5
4107	邦特	121.5
4108	懷特	16.1
4109	穆拉德	21.9
4111	濟生	27.95
4113	聯上	28.75
4114	健喬	32.55
4116	明基醫	46.95
4119	旭富	90.2
4120	友華	47.25
4121	優盛	15.3
4123	晟德	42.25
4126	太醫	92.5
4127	天良	40.45
4128	中天	34.25
4129	聯合骨	93.3
4130	健亞	21.15
4131	晶宇	30
4133	亞諾法	27.9
4137	麗豐-KY	112.5
4138	曜亞	91
4139	馬光-KY	30
4142	國光生	19.65
4147	中裕	82
4148	全宇生技-KY	47
4153	鈺緯	39.65
4154	康樂-KY	16.4
4155	訊映	21.2
4157	F*太景	11.25
4160	創源	72.7
4161	聿新科	32.7
4162	智擎	86.7
4163	鐿鈦	115
4164	承業生	41.1
4167	松瑞藥	19.85
4168	醣聯	24.9
4171	瑞基	26.3
4173	久裕	21.3
4174	浩鼎	58.2
4175	杏一	63.1
4183	福永	22.6
4188	安克	21.4
4190	佐登-KY	46.4
4192	杏國	34.55
4198	環瑞醫	31.5
4205	中華食	88
4207	環泰	16.15
4303	信立	50.2
4304	勝昱	10
4305	世坤	42.4
4306	炎洲	16.75
4401	東隆興	21.05
4402	福大	25.3
4406	新昕	10.7
4413	飛寶	17.45
4414	如興	3.19
4416	三圓	73.5
4417	金洲	41.5
4419	元勝	48.2
4420	光明	56
4426	利勤	12.65
4430	耀億	23.8
4432	銘旺實	22.95
4433	興采	27.45
4438	廣越	98.6
4439	冠星-KY	97.9
4440	宜新實業	23.85
4442	竣邦-KY	41.85
4502	源恆	19.3
4503	金雨	55.6
4506	崇友	102.5
4510	高鋒	48.45
4513	福裕	33.4
4523	永彰	35.1
4526	東台	31.35
4527	方土霖	45.25
4528	江興	26
4529	淳紳	6.5
4530	宏易創新	11.95
4532	瑞智	25.3
4533	協易機	40
4534	慶騰	23.1
4535	至興	34.25
4536	拓凱	196.5
4538	大詠城	19.7
4540	全球傳動	55.9
4541	晟田	34.9
4542	科嶠	89
4543	萬在	40.8
4545	銘鈺	47.05
4549	桓達	175
4550	長佳	26.6
4551	智伸科	108
4552	力達-KY	24.2
4554	橙的	28.95
4555	氣立	38.25
4556	旭然	31.7
4557	永新-KY	123.5
4558	寶緯	36.2
4560	強信-KY	35.65
4561	健椿	72.4
4562	穎漢	68.2
4563	百德	97.1
4564	元翎	21.85
4566	時碩工業	74.1
4568	科際精密	50
4569	六方科-KY	194
4571	鈞興-KY	204.5
4572	駐龍	149.5
4576	大銀微系統	123
4577	達航科技	33.95
4580	捷流閥業	93.5
4581	光隆精密-KY	51.4
4583	台灣精銳	749
4584	君帆	62.9
4588	玖鼎電力	81.1
4609	唐鋒	8.03
4702	中美實	13.3
4706	大恭	32
4707	磐亞	14
4711	永純	15.05
4714	永捷	17
4716	大立高	20.45
4720	德淵	18.6
4721	美琪瑪	70.7
4722	國精化	44.5
4726	永昕	42.5
4728	雙美	278.5
4729	熒茂	25.4
4735	豪展	39.25
4736	泰博	145
4737	華廣	66.9
4739	康普	57.6
4741	泓瀚	35.8
4743	合一	88
4744	皇將	20
4745	合富-KY	20.5
4746	台耀	72.5
4747	強生	73.6
4754	國碳科	41.15
4755	三福	130.5
4760	勤凱	110
4763	材料-KY	942
4764	雙鍵	44.1
4766	南寶	314
4767	誠泰科技	32.5
4768	晶呈科技	177
4770	上品	306
4771	望隼	172.5
4772	台特化	159.5
4806	桂田文創	11.9
4807	日成-KY	20.05
4903	聯光通	32.05
4904	遠傳	91.5
4905	台聯電	79.9
4906	正文	32.25
4907	富宇	65.9
4908	前鼎	104
4909	新復興	119
4911	德英	57.1
4912	聯德-KY	120.5
4915	致伸	76.5
4916	事欣科	30.05
4919	新唐	91
4923	力士	35.2
4924	欣厚-KY	17.95
4927	泰鼎-KY	35.7
4930	燦星網	30
4931	新盛力	55.6
4933	友輝	66
4934	太極	13
4935	茂林-KY	61.9
4938	和碩	92.3
4939	亞電	19.05
4942	嘉彰	41.4
4943	康控-KY	13.2
4945	陞達科技	72
4946	辣椒	37.1
4949	有成精密	22.9
4951	精拓科	66.9
4952	凌通	52.9
4953	緯軟	120.5
4956	光鋐	33.45
4958	臻鼎-KY	116.5
4960	誠美材	13
4961	天鈺	229.5
4966	譜瑞-KY	792
4967	十銓	79.2
4968	立積	208.5
4971	英特磊IET-KY	89.9
4972	湯石	23.85
4973	廣穎	30.25
4974	亞泰	102.5
4976	佳凌	36.15
4977	眾達-KY	138
4979	華星光	174.5
4987	科誠	78.4
4989	榮科	17.25
4991	環宇-KY	96.8
4994	傳奇	101
4995	晶達	68
4999	鑫禾	33.25
5007	三星	54.2
5009	榮剛	45.4
5011	久陽	20.3
5013	強新	32.5
5014	建錩	13.95
5015	華祺	36.4
5016	松和	27.55
5201	凱衛	29
5202	力新	23.5
5203	訊連	84.5
5205	中茂	30.5
5206	坤悅	40.4
5209	新鼎	176.5
5210	寶碩	28.5
5211	蒙恬	26.8
5212	凌網	58.6
5213	亞昕	30.6
5215	科嘉-KY	45.15
5220	萬達光電	22
5222	全訊	119
5223	安力-KY	30.9
5225	東科-KY	126.5
5227	立凱-KY	39.8
5228	鈺鎧	18.3
5230	雷笛克	29
5234	達興	193
5236	凌陽創新	150
5243	乙盛-KY	66.3
5244	弘凱	48.35
5245	智晶	33.5
5251	天鉞電	24.85
5258	虹堡	80.7
5263	智崴	150
5272	笙科	28.9
5276	達輝-KY	20.1
5278	尚凡	37.25
5283	禾聯碩	104
5284	JPP-KY	156.5
5285	界霖	49.1
5287	數字	187
5288	豐祥-KY	193
5289	宜鼎	212.5
5291	邑昇	24.2
5292	華懋	156.5
5299	杰力	87
5301	寶得利	9.3
5302	太欣	9.8
5306	桂盟	125
5309	系統	38.8
5310	天剛	48.1
5312	寶島科	109.5
5314	世紀	511
5315	光聯	21.1
5321	友銓	59.9
5324	士開	13
5328	華容	17.35
5340	建榮	40.7
5344	立衛	18.6
5345	天揚	28.8
5347	世界	97
5348	系通	18.05
5351	鈺創	34
5353	台林	32.55
5355	佳總	10.1
5356	協益	30.6
5364	力麗店	31.8
5371	中光電	80
5381	合正	23.3
5386	青雲	86.1
5388	中磊	108
5392	能率	28.8
5398	慕康生醫	21.6
5403	中菲	116.5
5410	國眾	31.75
5425	台半	55.2
5426	振發	31.05
5432	達威	151.5
5434	崇越	297
5438	東友	29.35
5439	高技	122.5
5443	均豪	120
5450	寶聯	17.85
5452	佶優	31.9
5455	昇益開發	60
5457	宣德	58
5460	同協	14.8
5464	霖宏	24.4
5465	富驊	38.65
5468	凱鈺	21
5469	瀚宇博	49.25
5471	松翰	39.2
5474	聰泰	161
5475	德宏	12.65
5478	智冠	129
5481	新華	30.15
5483	中美晶	142
5484	慧友	60.5
5487	通泰	37.4
5488	松普	12.6
5489	彩富	39.1
5490	同亨	24.4
