Date,Price,Change,% Change,EPS,PER,8X,9.8X,11.6X,13.4X,15.2X,17X
25W01,196.5,-3,-1.5%,1.14,172.4,15.96,19.61,23.26,26.9,30.55,34.2
24W52,199.5,+3.5,+1.79%,1.14,175,15.96,19.61,23.26,26.9,30.55,34.2
24W51,196,-5.5,-2.73%,1.25,156.4,17.54,21.55,25.56,29.57,33.58,37.59
24W50,201.5,-11.5,-5.4%,1.37,147.5,19.13,23.5,27.87,32.24,36.61,40.98
24W49,213,+18,+9.23%,1.48,144,20.71,25.44,30.18,34.91,39.64,44.38
24W48,195,-17.5,-8.24%,1.59,122.5,22.29,27.39,32.48,37.58,42.67,47.77
24W47,212.5,+4.5,+2.16%,1.71,124.6,23.88,29.33,34.79,40.25,45.7,51.16
24W46,208,-8,-3.7%,1.82,114.4,25.46,31.28,37.1,42.92,48.73,54.55
24W45,216,0,0%,1.93,111.8,27.04,33.22,39.4,45.58,51.77,57.95
24W44,216,-4.5,-2.04%,2.04,105.6,28.62,35.17,41.71,48.25,54.8,61.34
24W43,220.5,+3,+1.38%,2.16,102.2,30.21,37.11,44.02,50.92,57.83,64.73
24W42,217.5,-0.5,-0.23%,2.27,95.78,31.79,39.06,46.32,53.59,60.86,68.12
24W41,218,0,0%,2.38,91.45,33.37,41,48.63,56.26,63.89,71.52
24W40,218,-9.5,-4.18%,2.5,87.31,34.96,42.95,50.94,58.93,66.92,74.91
24W39,227.5,+8,+3.64%,2.61,87.16,36.54,44.89,53.24,61.6,69.95,78.3
24W38,219.5,-3,-1.35%,2.72,80.61,38.12,46.84,55.55,64.26,72.98,81.69
24W37,222.5,+2,+0.91%,2.84,78.45,39.71,48.78,57.86,66.93,76.01,85.08
24W36,220.5,-32.5,-12.8%,2.95,74.77,41.29,50.73,60.16,69.6,79.04,88.48
24W35,253,+22.5,+9.76%,3.06,82.62,42.87,52.67,62.47,72.27,82.07,91.87
24W34,230.5,-9.5,-3.96%,3.18,72.59,44.46,54.62,64.78,74.94,85.1,95.26
24W33,240,+10,+4.35%,3.29,72.98,46.04,56.56,67.08,77.61,88.13,98.65
24W32,230,-13.5,-5.54%,3.4,67.62,47.62,58.51,69.39,80.28,91.16,102
24W31,243.5,-16,-6.17%,3.51,69.28,49.2,60.45,71.7,82.94,94.19,105.4
24W30,259.5,-14,-5.12%,3.63,71.53,50.79,62.4,74,85.61,97.22,108.8
24W29,273.5,-26.5,-8.83%,3.74,73.11,52.37,64.34,76.31,88.28,100.3,112.2
24W28,300,-24,-7.41%,3.85,77.84,53.95,66.29,78.62,90.95,103.3,115.6
24W27,324,-7,-2.11%,3.97,81.68,55.54,68.23,80.93,93.62,106.3,119
24W26,331,+1,+0.3%,4.08,81.13,57.12,70.18,83.23,96.29,109.3,122.4
24W25,330,-2.5,-0.75%,4.19,78.7,58.7,72.12,85.54,98.96,112.4,125.8
24W24,332.5,+26,+8.48%,4.31,77.22,60.29,74.07,87.85,101.6,115.4,129.2
24W23,306.5,-34,-9.99%,4.42,69.36,61.87,76.01,90.15,104.3,118.4,132.6
24W22,340.5,-16,-4.49%,4.53,75.13,63.45,77.96,92.46,107,121.5,136
24W21,356.5,+37,+11.6%,4.65,76.74,65.04,79.9,94.77,109.6,124.5,139.4
24W20,319.5,+11.5,+3.73%,4.76,67.14,66.62,81.85,97.07,112.3,127.5,142.8
24W19,308,-18,-5.52%,4.87,63.22,68.2,83.79,99.38,115,130.6,146.1
24W18,326,+22,+7.24%,4.98,65.4,69.78,85.74,101.7,117.6,133.6,149.5
24W17,304,+55.5,+22.3%,5.1,59.63,71.37,87.68,104,120.3,136.6,152.9
24W16,248.5,+66,+36.2%,5.21,47.69,72.95,89.63,106.3,123,139.6,156.3
24W15,182.5,-13.5,-6.89%,5.32,34.28,74.53,91.57,108.6,125.6,142.7,159.7
24W14,196,+5,+2.62%,5.44,36.05,76.12,93.52,110.9,128.3,145.7,163.1
24W13,191,-4,-2.05%,5.55,34.41,77.7,95.46,113.2,131,148.7,166.5
24W12,195,-13,-6.25%,5.66,34.43,79.28,97.4,115.5,133.6,151.8,169.9
24W11,208,+71,+51.8%,5.78,36.01,80.87,99.35,117.8,136.3,154.8,173.3
24W10,137,-6,-4.2%,5.89,23.26,82.45,101.3,120.1,139,157.8,176.7
24W09,143,+5,+3.62%,6,23.82,84.03,103.2,122.4,141.7,160.9,180.1
24W08,138,-5,-3.5%,6.12,22.57,85.62,105.2,124.8,144.3,163.9,183.5
24W07,143,-5.5,-3.7%,6.23,22.96,87.2,107.1,127.1,147,166.9,186.9
24W06,148.5,+1,+0.68%,6.34,23.42,88.78,109.1,129.4,149.7,170,190.2
24W05,147.5,+17,+13%,6.45,22.85,90.36,111,131.7,152.3,173,193.6
24W04,130.5,+3.5,+2.76%,6.57,19.87,91.95,113,134,155,176,197
24W03,127,-4.5,-3.42%,6.68,19.01,93.53,114.9,136.3,157.7,179,200.4
24W02,131.5,-9,-6.41%,6.79,19.36,95.11,116.9,138.6,160.3,182.1,203.8
24W01,140.5,-9.5,-6.33%,6.91,20.34,96.7,118.8,140.9,163,185.1,207.2
23W52,150,+26,+21%,7.02,21.37,98.28,120.7,143.2,165.7,188.1,210.6
23W51,124,-5,-3.88%,7.02,17.66,98.3,120.8,143.2,165.7,188.2,210.6
23W50,129,+1.5,+1.18%,7.02,18.37,98.32,120.8,143.3,165.7,188.2,210.7
23W49,127.5,-3.5,-2.67%,7.02,18.15,98.35,120.8,143.3,165.8,188.3,210.7
23W48,131,+1,+0.77%,7.03,18.64,98.37,120.9,143.3,165.8,188.3,210.8
23W47,130,+2.5,+1.96%,7.03,18.5,98.39,120.9,143.4,165.9,188.3,210.8
23W46,127.5,+7,+5.81%,7.03,18.14,98.41,120.9,143.4,165.9,188.4,210.9
23W45,120.5,-3,-2.43%,7.03,17.14,98.43,120.9,143.4,165.9,188.4,210.9
23W44,123.5,+0.5,+0.41%,7.03,17.56,98.46,121,143.5,166,188.5,211
23W43,123,-4,-3.15%,7.03,17.49,98.48,121,143.5,166,188.5,211
23W42,127,-8.5,-6.27%,7.04,18.05,98.5,121,143.5,166,188.6,211.1
23W41,135.5,-3,-2.17%,7.04,19.25,98.52,121,143.6,166.1,188.6,211.1
23W40,138.5,-8.5,-5.78%,7.04,19.68,98.54,121.1,143.6,166.1,188.6,211.2
23W39,147,+1,+0.68%,7.04,20.88,98.57,121.1,143.6,166.2,188.7,211.2
23W38,146,-5.5,-3.63%,7.04,20.73,98.59,121.1,143.7,166.2,188.7,211.3
23W37,151.5,-4.5,-2.88%,7.04,21.51,98.61,121.1,143.7,166.2,188.8,211.3
23W36,156,+3.5,+2.3%,7.05,22.14,98.63,121.2,143.7,166.3,188.8,211.4
23W35,152.5,+2.5,+1.67%,7.05,21.64,98.65,121.2,143.8,166.3,188.9,211.4
