Date,Price,Change,% Change,EPS,PER,8X,9.8X,11.6X,13.4X,15.2X,17X
25W01,226.5,+20.5,+9.95%,4.44,51.01,62.16,71.04,79.92,88.8,97.68,106.6
24W52,206,+36.5,+21.5%,4.44,46.4,62.16,71.04,79.92,88.8,97.68,106.6
24W51,169.5,-3,-1.74%,4.45,38.1,62.28,71.18,80.08,88.97,97.87,106.8
24W50,172.5,-5.5,-3.09%,4.46,38.7,62.4,71.32,80.23,89.15,98.06,107
24W49,178,+41.5,+30.4%,4.47,39.86,62.52,71.46,80.39,89.32,98.25,107.2
24W48,136.5,-0.5,-0.36%,4.47,30.51,62.64,71.59,80.54,89.49,98.44,107.4
24W47,137,+2,+1.48%,4.48,30.56,62.77,71.73,80.7,89.67,98.63,107.6
24W46,135,-24.5,-15.4%,4.49,30.05,62.89,71.87,80.85,89.84,98.82,107.8
24W45,159.5,-2,-1.24%,4.5,35.44,63.01,72.01,81.01,90.01,99.01,108
24W44,161.5,-8.5,-5%,4.51,35.82,63.13,72.15,81.17,90.18,99.2,108.2
24W43,170,+9,+5.59%,4.52,37.63,63.25,72.29,81.32,90.36,99.39,108.4
24W42,161,+4.5,+2.88%,4.53,35.57,63.37,72.42,81.48,90.53,99.58,108.6
24W41,156.5,-13,-7.67%,4.54,34.51,63.49,72.56,81.63,90.7,99.77,108.8
24W40,169.5,-10,-5.57%,4.54,37.3,63.61,72.7,81.79,90.88,99.96,109.1
24W39,179.5,+8,+4.66%,4.55,39.43,63.74,72.84,81.94,91.05,100.2,109.3
24W38,171.5,-2.5,-1.44%,4.56,37.6,63.86,72.98,82.1,91.22,100.3,109.5
24W37,174,+2.5,+1.46%,4.57,38.08,63.98,73.12,82.26,91.4,100.5,109.7
24W36,171.5,-1,-0.58%,4.58,37.46,64.1,73.26,82.41,91.57,100.7,109.9
24W35,172.5,+28,+19.4%,4.59,37.61,64.22,73.39,82.57,91.74,100.9,110.1
24W34,144.5,-16,-9.97%,4.6,31.44,64.34,73.53,82.72,91.92,101.1,110.3
24W33,160.5,+27,+20.2%,4.6,34.86,64.46,73.67,82.88,92.09,101.3,110.5
24W32,133.5,+7.5,+5.95%,4.61,28.94,64.58,73.81,83.04,92.26,101.5,110.7
24W31,126,-8.5,-6.32%,4.62,27.26,64.7,73.95,83.19,92.43,101.7,110.9
24W30,134.5,+2.5,+1.89%,4.63,29.05,64.83,74.09,83.35,92.61,101.9,111.1
24W29,132,-21,-13.7%,4.64,28.45,64.95,74.22,83.5,92.78,102.1,111.3
24W28,153,+4,+2.68%,4.65,32.92,65.07,74.36,83.66,92.95,102.2,111.5
24W27,149,+7.5,+5.3%,4.66,32,65.19,74.5,83.81,93.13,102.4,111.8
24W26,141.5,-13.5,-8.71%,4.66,30.33,65.31,74.64,83.97,93.3,102.6,112
24W25,155,-40,-20.5%,4.67,33.16,65.43,74.78,84.13,93.47,102.8,112.2
24W24,195,-4,-2.01%,4.68,41.65,65.55,74.92,84.28,93.65,103,112.4
24W23,199,+8.5,+4.46%,4.69,42.42,65.67,75.06,84.44,93.82,103.2,112.6
24W22,190.5,+43,+29.2%,4.7,40.54,65.79,75.19,84.59,93.99,103.4,112.8
24W21,147.5,+20.5,+16.1%,4.71,31.33,65.92,75.33,84.75,94.17,103.6,113
24W20,127,+30.9,+32.2%,4.72,26.92,66.04,75.47,84.9,94.34,103.8,113.2
24W19,96.1,+0.1,+0.1%,4.73,20.34,66.16,75.61,85.06,94.51,104,113.4
24W18,96,+1.6,+1.69%,4.73,20.28,66.28,75.75,85.22,94.68,104.2,113.6
24W17,94.4,+1.1,+1.18%,4.74,19.9,66.4,75.89,85.37,94.86,104.3,113.8
24W16,93.3,-2,-2.1%,4.75,19.64,66.52,76.02,85.53,95.03,104.5,114
24W15,95.3,-1.4,-1.45%,4.76,20.02,66.64,76.16,85.68,95.2,104.7,114.2
24W14,96.7,+1.6,+1.68%,4.77,20.28,66.76,76.3,85.84,95.38,104.9,114.5
24W13,95.1,+0.2,+0.21%,4.78,19.91,66.88,76.44,86,95.55,105.1,114.7
24W12,94.9,+0.6,+0.64%,4.79,19.83,67.01,76.58,86.15,95.72,105.3,114.9
24W11,94.3,-1.5,-1.57%,4.79,19.67,67.13,76.72,86.31,95.9,105.5,115.1
24W10,95.8,-0.4,-0.42%,4.8,19.94,67.25,76.86,86.46,96.07,105.7,115.3
24W09,96.2,-0.1,-0.1%,4.81,19.99,67.37,76.99,86.62,96.24,105.9,115.5
24W08,96.3,+1,+1.05%,4.82,19.98,67.49,77.13,86.77,96.42,106.1,115.7
24W07,95.3,-1.1,-1.14%,4.83,19.73,67.61,77.27,86.93,96.59,106.2,115.9
24W06,96.4,+2,+2.12%,4.84,19.93,67.73,77.41,87.09,96.76,106.4,116.1
24W05,94.4,+0.8,+0.85%,4.85,19.48,67.85,77.55,87.24,96.93,106.6,116.3
24W04,93.6,+0.1,+0.11%,4.86,19.28,67.98,77.69,87.4,97.11,106.8,116.5
24W03,93.5,-0.1,-0.11%,4.86,19.22,68.1,77.82,87.55,97.28,107,116.7
24W02,93.6,+0.7,+0.75%,4.87,19.21,68.22,77.96,87.71,97.45,107.2,116.9
24W01,92.9,+0.1,+0.11%,4.88,19.03,68.34,78.1,87.86,97.63,107.4,117.2
23W52,92.8,-0.7,-0.75%,4.89,18.98,68.46,78.24,88.02,97.8,107.6,117.4
23W51,93.5,+2.3,+2.52%,4.92,18.99,68.93,78.77,88.62,98.47,108.3,118.2
23W50,91.2,+1.2,+1.33%,4.96,18.4,69.39,79.31,89.22,99.13,109,119
23W49,90,-0.3,-0.33%,4.99,18.04,69.86,79.84,89.82,99.8,109.8,119.8
23W48,90.3,+2.1,+2.38%,5.02,17.98,70.33,80.37,90.42,100.5,110.5,120.6
23W47,88.2,+0.7,+0.8%,5.06,17.44,70.79,80.91,91.02,101.1,111.2,121.4
23W46,87.5,+1,+1.16%,5.09,17.19,71.26,81.44,91.62,101.8,112,122.2
23W45,86.5,+0.1,+0.12%,5.12,16.88,71.73,81.97,92.22,102.5,112.7,123
23W44,86.4,-1.9,-2.15%,5.16,16.76,72.19,82.51,92.82,103.1,113.4,123.8
23W43,88.3,-0.6,-0.67%,5.19,17.01,72.66,83.04,93.42,103.8,114.2,124.6
23W42,88.9,+0.3,+0.34%,5.22,17.02,73.13,83.57,94.02,104.5,114.9,125.4
23W41,88.6,-0.2,-0.23%,5.26,16.85,73.59,84.11,94.62,105.1,115.6,126.2
23W40,88.8,+0.4,+0.45%,5.29,16.79,74.06,84.64,95.22,105.8,116.4,127
23W39,88.4,-0.2,-0.23%,5.32,16.61,74.53,85.17,95.82,106.5,117.1,127.8
23W38,88.6,-0.9,-1.01%,5.36,16.54,74.99,85.71,96.42,107.1,117.8,128.6
23W37,89.5,+1.3,+1.47%,5.39,16.6,75.46,86.24,97.02,107.8,118.6,129.4
23W36,88.2,-0.8,-0.9%,5.42,16.26,75.93,86.77,97.62,108.5,119.3,130.2
23W35,89,-8,-8.25%,5.46,16.31,76.39,87.31,98.22,109.1,120,131
23W34,97,+1.1,+1.15%,5.49,17.67,76.86,87.84,98.82,109.8,120.8,131.8
23W33,95.9,+1.4,+1.48%,5.52,17.36,77.33,88.37,99.42,110.5,121.5,132.6
23W32,94.5,-5,-5.03%,5.56,17.01,77.79,88.91,100,111.1,122.2,133.4
23W31,99.5,-2.5,-2.45%,5.59,17.8,78.26,89.44,100.6,111.8,123,134.2
23W30,102,-2.5,-2.39%,5.62,18.14,78.73,89.97,101.2,112.5,123.7,135
