Date,Price,Change,% Change,EPS,PER,8X,9.8X,11.6X,13.4X,15.2X,17X
25W01,24.75,-0.2,-0.8%,1.26,19.64,12.6,14.11,15.62,17.14,18.65,20.16
24W52,24.95,+0.65,+2.67%,1.26,19.8,12.6,14.11,15.62,17.14,18.65,20.16
24W51,24.3,-1.75,-6.72%,1.26,19.29,12.6,14.11,15.62,17.14,18.65,20.16
24W50,26.05,-0.9,-3.34%,1.26,20.67,12.6,14.11,15.62,17.14,18.65,20.16
24W49,26.95,-0.75,-2.71%,1.26,21.39,12.6,14.11,15.62,17.14,18.65,20.16
24W48,27.7,-0.3,-1.07%,1.26,21.98,12.6,14.11,15.62,17.14,18.65,20.16
24W47,28,-0.2,-0.71%,1.26,22.22,12.6,14.11,15.62,17.14,18.65,20.16
24W46,28.2,-2,-6.62%,1.26,22.38,12.6,14.11,15.62,17.14,18.65,20.16
24W45,30.2,-0.55,-1.79%,1.26,23.97,12.6,14.11,15.62,17.14,18.65,20.16
24W44,30.75,+0.75,+2.5%,1.26,24.4,12.6,14.11,15.62,17.14,18.65,20.16
24W43,30,-0.45,-1.48%,1.26,23.81,12.6,14.11,15.62,17.14,18.65,20.16
24W42,30.45,-0.45,-1.46%,1.26,24.17,12.6,14.11,15.62,17.14,18.65,20.16
24W41,30.9,-0.9,-2.83%,1.26,24.52,12.6,14.11,15.62,17.14,18.65,20.16
24W40,31.8,+0.05,+0.16%,1.26,25.24,12.6,14.11,15.62,17.14,18.65,20.16
24W39,31.75,+1.2,+3.93%,1.26,25.2,12.6,14.11,15.62,17.14,18.65,20.16
24W38,30.55,-0.2,-0.65%,1.26,24.25,12.6,14.11,15.62,17.14,18.65,20.16
24W37,30.75,+0.55,+1.82%,1.26,24.4,12.6,14.11,15.62,17.14,18.65,20.16
24W36,30.2,-1.45,-4.58%,1.26,23.97,12.6,14.11,15.62,17.14,18.65,20.16
24W35,31.65,+0.7,+2.26%,1.26,25.12,12.6,14.11,15.62,17.14,18.65,20.16
24W34,30.95,+0.95,+3.17%,1.26,24.56,12.6,14.11,15.62,17.14,18.65,20.16
