Date,Price,Change,% Change,EPS,PER,8X,9.8X,11.6X,13.4X,15.2X,17X
25W01,43.9,+0.3,+0.69%,-1.13,,-,-,-,-,-,-
24W52,43.6,+4.6,+11.8%,-1.13,,-,-,-,-,-,-
24W51,39,+1.8,+4.84%,-1.12,,-,-,-,-,-,-
24W50,37.2,-0.75,-1.98%,-1.11,,-,-,-,-,-,-
24W49,37.95,+0.85,+2.29%,-1.09,,-,-,-,-,-,-
24W48,37.1,-0.2,-0.54%,-1.08,,-,-,-,-,-,-
24W47,37.3,+0.05,+0.13%,-1.07,,-,-,-,-,-,-
24W46,37.25,-4.15,-10%,-1.06,,-,-,-,-,-,-
24W45,41.4,-0.1,-0.24%,-1.05,,-,-,-,-,-,-
24W44,41.5,-1.75,-4.05%,-1.03,,-,-,-,-,-,-
24W43,43.25,-0.4,-0.92%,-1.02,,-,-,-,-,-,-
24W42,43.65,+3.35,+8.31%,-1.01,,-,-,-,-,-,-
24W41,40.3,-1.2,-2.89%,-1,,-,-,-,-,-,-
24W40,41.5,-1.2,-2.81%,-0.99,,-,-,-,-,-,-
24W39,42.7,0,0%,-0.97,,-,-,-,-,-,-
24W38,42.7,-0.25,-0.58%,-0.96,,-,-,-,-,-,-
24W37,42.95,-2.2,-4.87%,-0.95,,-,-,-,-,-,-
24W36,45.15,-2.9,-6.04%,-0.94,,-,-,-,-,-,-
24W35,48.05,+1.8,+3.89%,-0.93,,-,-,-,-,-,-
24W34,46.25,+5.75,+14.2%,-0.92,,-,-,-,-,-,-
24W33,40.5,+3.35,+9.02%,-0.9,,-,-,-,-,-,-
24W32,37.15,-13.65,-26.9%,-0.89,,-,-,-,-,-,-
24W31,50.8,-4.9,-8.8%,-0.88,,-,-,-,-,-,-
24W30,55.7,-1.8,-3.13%,-0.87,,-,-,-,-,-,-
24W29,57.5,-1.4,-2.38%,-0.86,,-,-,-,-,-,-
24W28,58.9,-3.1,-5%,-0.84,,-,-,-,-,-,-
24W27,62,-1.9,-2.97%,-0.83,,-,-,-,-,-,-
24W26,63.9,+0.9,+1.43%,-0.82,,-,-,-,-,-,-
24W25,63,+1.2,+1.94%,-0.81,,-,-,-,-,-,-
24W24,61.8,-2.7,-4.19%,-0.8,,-,-,-,-,-,-
24W23,64.5,+8.7,+15.6%,-0.78,,-,-,-,-,-,-
24W22,55.8,+0.4,+0.72%,-0.77,,-,-,-,-,-,-
24W21,55.4,-7,-11.2%,-0.76,,-,-,-,-,-,-
24W20,62.4,-2.7,-4.15%,-0.75,,-,-,-,-,-,-
24W19,65.1,+1.3,+2.04%,-0.74,,-,-,-,-,-,-
24W18,63.8,0,0%,-0.72,,-,-,-,-,-,-
24W17,63.8,+0.6,+0.95%,-0.71,,-,-,-,-,-,-
24W16,63.2,+1.1,+1.77%,-0.7,,-,-,-,-,-,-
24W15,62.1,+1.1,+1.8%,-0.69,,-,-,-,-,-,-
24W14,61,-2.3,-3.63%,-0.68,,-,-,-,-,-,-
24W13,63.3,-1.7,-2.62%,-0.66,,-,-,-,-,-,-
24W12,65,+1.8,+2.85%,-0.65,,-,-,-,-,-,-
24W11,63.2,+0.5,+0.8%,-0.64,,-,-,-,-,-,-
24W10,62.7,-4.8,-7.11%,-0.63,,-,-,-,-,-,-
24W09,67.5,+4.4,+6.97%,-0.62,,-,-,-,-,-,-
24W08,63.1,+0.1,+0.16%,-0.61,,-,-,-,-,-,-
24W07,63,-3.1,-4.69%,-0.59,,-,-,-,-,-,-
24W06,66.1,-0.2,-0.3%,-0.58,,-,-,-,-,-,-
24W05,66.3,+3.2,+5.07%,-0.57,,-,-,-,-,-,-
24W04,63.1,+1.3,+2.1%,-0.56,,-,-,-,-,-,-
24W03,61.8,-0.2,-0.32%,-0.55,,-,-,-,-,-,-
24W02,62,-0.1,-0.16%,-0.53,,-,-,-,-,-,-
24W01,62.1,+1.6,+2.64%,-0.52,,-,-,-,-,-,-
23W52,60.5,+0.5,+0.83%,-0.51,,-,-,-,-,-,-
23W51,60,+2.3,+3.99%,-0.45,,-,-,-,-,-,-
23W50,57.7,+1.3,+2.3%,-0.39,,-,-,-,-,-,-
23W49,56.4,-0.8,-1.4%,-0.33,,-,-,-,-,-,-
23W48,57.2,+0.7,+1.24%,-0.27,,-,-,-,-,-,-
23W47,56.5,+0.5,+0.89%,-0.21,,-,-,-,-,-,-
23W46,56,-0.2,-0.36%,-0.15,,-,-,-,-,-,-
