Date,Price,Change,% Change,EPS,PER,8X,9.8X,11.6X,13.4X,15.2X,17X
25W01,61.1,-0.1,-0.16%,-0.96,,-,-,-,-,-,-
24W52,61.2,+2.4,+4.08%,-0.96,,-,-,-,-,-,-
24W51,58.8,-1.3,-2.16%,-0.91,,-,-,-,-,-,-
24W50,60.1,-2.7,-4.3%,-0.86,,-,-,-,-,-,-
24W49,62.8,+1,+1.62%,-0.81,,-,-,-,-,-,-
24W48,61.8,-3.1,-4.78%,-0.76,,-,-,-,-,-,-
24W47,64.9,+5.3,+8.89%,-0.71,,-,-,-,-,-,-
24W46,59.6,+0.9,+1.53%,-0.66,,-,-,-,-,-,-
24W45,58.7,-1,-1.68%,-0.61,,-,-,-,-,-,-
24W44,59.7,-1.9,-3.08%,-0.56,,-,-,-,-,-,-
24W43,61.6,-1.9,-2.99%,-0.51,,-,-,-,-,-,-
24W42,63.5,-0.5,-0.78%,-0.46,,-,-,-,-,-,-
24W41,64,-0.8,-1.23%,-0.41,,-,-,-,-,-,-
24W40,64.8,-1.3,-1.97%,-0.36,,-,-,-,-,-,-
24W39,66.1,-0.9,-1.34%,-0.31,,-,-,-,-,-,-
24W38,67,+1.6,+2.45%,-0.25,,-,-,-,-,-,-
24W37,65.4,-3.3,-4.8%,-0.2,,-,-,-,-,-,-
24W36,68.7,+0.6,+0.88%,-0.15,,-,-,-,-,-,-
24W35,68.1,-1.1,-1.59%,-0.1,,-,-,-,-,-,-
24W34,69.2,+0.9,+1.32%,-0.05,,-,-,-,-,-,-
24W33,68.3,+6.3,+10.2%,0,,-,-,-,-,-,-
24W32,62,-6.2,-9.09%,0.05,1300,0.715,0.858,1.002,1.145,1.288,1.431
24W31,68.2,+0.2,+0.29%,0.1,695.4,1.471,1.765,2.06,2.354,2.648,2.942
24W30,68,+0.3,+0.44%,0.15,458,2.227,2.672,3.118,3.563,4.008,4.454
24W29,67.7,-1.5,-2.17%,0.2,340.5,2.983,3.579,4.176,4.772,5.369,5.965
24W28,69.2,-1.7,-2.4%,0.25,277.6,3.738,4.486,5.234,5.982,6.729,7.477
24W27,70.9,0,0%,0.3,236.6,4.494,5.393,6.292,7.191,8.09,8.988
24W26,70.9,-3.7,-4.96%,0.35,202.6,5.25,6.3,7.35,8.4,9.45,10.5
24W25,74.6,+4.5,+6.42%,0.4,186.3,6.006,7.207,8.408,9.609,10.81,12.01
24W24,70.1,+0.5,+0.72%,0.45,155.5,6.762,8.114,9.466,10.82,12.17,13.52
24W23,69.6,-0.5,-0.71%,0.5,138.9,7.517,9.021,10.52,12.03,13.53,15.03
24W22,70.1,+1,+1.45%,0.55,127.1,8.273,9.928,11.58,13.24,14.89,16.55
24W21,69.1,-1.4,-1.99%,0.6,114.8,9.029,10.83,12.64,14.45,16.25,18.06
24W20,70.5,+0.5,+0.71%,0.65,108.1,9.785,11.74,13.7,15.66,17.61,19.57
24W19,70,-1.3,-1.82%,0.7,99.62,10.54,12.65,14.76,16.86,18.97,21.08
24W18,71.3,+0.3,+0.42%,0.75,94.68,11.3,13.56,15.81,18.07,20.33,22.59
24W17,71,-2.3,-3.14%,0.8,88.37,12.05,14.46,16.87,19.28,21.69,24.1
24W16,73.3,-2.3,-3.04%,0.85,85.85,12.81,15.37,17.93,20.49,23.05,25.62
24W15,75.6,-1.8,-2.33%,0.9,83.61,13.56,16.28,18.99,21.7,24.41,27.13
24W14,77.4,+0.3,+0.39%,0.95,81.08,14.32,17.18,20.05,22.91,25.77,28.64
24W13,77.1,-1.6,-2.03%,1,76.72,15.08,18.09,21.1,24.12,27.14,30.15
24W12,78.7,-2.3,-2.84%,1.06,74.57,15.83,19,22.16,25.33,28.5,31.66
24W11,81,-4.5,-5.26%,1.11,73.25,16.59,19.9,23.22,26.54,29.86,33.17
24W10,85.5,-1.1,-1.27%,1.16,73.95,17.34,20.81,24.28,27.75,31.22,34.68
24W09,86.6,-0.3,-0.35%,1.21,71.78,18.1,21.72,25.34,28.96,32.58,36.2
24W08,86.9,-1.3,-1.47%,1.26,69.14,18.85,22.62,26.4,30.17,33.94,37.71
24W07,88.2,-1.5,-1.67%,1.31,67.47,19.61,23.53,27.45,31.38,35.3,39.22
24W06,89.7,-0.3,-0.33%,1.36,66.07,20.37,24.44,28.51,32.58,36.66,40.73
24W05,90,+1.4,+1.58%,1.41,63.92,21.12,25.35,29.57,33.79,38.02,42.24
24W04,88.6,+1.6,+1.84%,1.46,60.75,21.88,26.25,30.63,35,39.38,43.75
24W03,87,+0.3,+0.35%,1.51,57.66,22.63,27.16,31.69,36.21,40.74,45.27
24W02,86.7,-1.8,-2.03%,1.56,55.6,23.39,28.07,32.74,37.42,42.1,46.78
24W01,88.5,-0.7,-0.78%,1.61,54.98,24.14,28.97,33.8,38.63,43.46,48.29
23W52,89.2,-1.6,-1.76%,1.66,53.73,24.9,29.88,34.86,39.84,44.82,49.8
23W51,90.8,+2.8,+3.18%,1.72,52.86,25.76,30.92,36.07,41.22,46.38,51.53
23W50,88,-1.2,-1.35%,1.78,49.57,26.63,31.96,37.28,42.61,47.93,53.26
23W49,89.2,-0.8,-0.89%,1.83,48.66,27.49,32.99,38.49,43.99,49.49,54.99
23W48,90,+2.4,+2.74%,1.89,47.6,28.36,34.03,39.7,45.37,51.05,56.72
23W47,87.6,-1.2,-1.35%,1.95,44.96,29.22,35.07,40.91,46.76,52.6,58.45
23W46,88.8,-3.2,-3.48%,2.01,44.27,30.09,36.11,42.12,48.14,54.16,60.18
23W45,92,+5.2,+5.99%,2.06,44.58,30.95,37.14,43.33,49.52,55.72,61.91
23W44,86.8,+2,+2.36%,2.12,40.92,31.82,38.18,44.54,50.91,57.27,63.64
23W43,84.8,+3.2,+3.92%,2.18,38.92,32.68,39.22,45.76,52.29,58.83,65.36
23W42,81.6,-8.4,-9.33%,2.24,36.49,33.55,40.26,46.97,53.68,60.38,67.09
23W41,90,-14,-13.5%,2.29,39.23,34.41,41.29,48.18,55.06,61.94,68.82
23W40,104,-19,-15.4%,2.35,44.22,35.28,42.33,49.39,56.44,63.5,70.55
23W39,123,-0.5,-0.4%,2.41,51.05,36.14,43.37,50.6,57.83,65.05,72.28
23W38,123.5,+9.5,+8.33%,2.47,50.06,37.01,44.41,51.81,59.21,66.61,74.01
23W37,114,+28,+32.6%,2.52,45.15,37.87,45.44,53.02,60.59,68.17,75.74
23W36,86,+11.2,+15%,2.58,33.3,38.74,46.48,54.23,61.98,69.72,77.47
23W35,74.8,-11.8,-13.6%,2.64,28.33,39.6,47.52,55.44,63.36,71.28,79.2
23W34,86.6,-1.2,-1.37%,2.7,32.1,40.46,48.56,56.65,64.74,72.84,80.93
23W33,87.8,+1.9,+2.21%,2.76,31.87,41.33,49.6,57.86,66.13,74.39,82.66
23W32,85.9,+3.8,+4.63%,2.81,30.54,42.19,50.63,59.07,67.51,75.95,84.39
23W31,82.1,-0.8,-0.97%,2.87,28.6,43.06,51.67,60.28,68.89,77.51,86.12
23W30,82.9,-1.1,-1.31%,2.93,28.31,43.92,52.71,61.49,70.28,79.06,87.85
23W29,84,-4.9,-5.51%,2.99,28.13,44.79,53.75,62.7,71.66,80.62,89.58
23W28,88.9,-1.4,-1.55%,3.04,29.21,45.65,54.78,63.91,73.04,82.18,91.31
23W27,90.3,-1,-1.1%,3.1,29.12,46.52,55.82,65.12,74.43,83.73,93.04
23W26,91.3,-2.7,-2.87%,3.16,28.9,47.38,56.86,66.34,75.81,85.29,94.76
23W25,94,+2.1,+2.29%,3.22,29.22,48.25,57.9,67.55,77.2,86.84,96.49
23W24,91.9,-1,-1.08%,3.27,28.07,49.11,58.93,68.76,78.58,88.4,98.22
23W23,92.9,-4.1,-4.23%,3.33,27.88,49.98,59.97,69.97,79.96,89.96,99.95
23W22,97,+2,+2.11%,3.39,28.62,50.84,61.01,71.18,81.35,91.51,101.7
23W21,95,-9,-8.65%,3.45,27.56,51.71,62.05,72.39,82.73,93.07,103.4
23W20,104,-7,-6.31%,3.5,29.67,52.57,63.08,73.6,84.11,94.63,105.1
23W19,111,+1,+0.91%,3.56,31.16,53.44,64.12,74.81,85.5,96.18,106.9
23W18,110,+15.3,+16.2%,3.62,30.39,54.3,65.16,76.02,86.88,97.74,108.6
23W17,94.7,+3.8,+4.18%,3.68,25.75,55.16,66.2,77.23,88.26,99.3,110.3
23W16,90.9,-0.2,-0.22%,3.74,24.34,56.03,67.24,78.44,89.65,100.9,112.1
23W15,91.1,+4.8,+5.56%,3.79,24.02,56.89,68.27,79.65,91.03,102.4,113.8
23W14,86.3,+0.7,+0.82%,3.85,22.41,57.76,69.31,80.86,92.41,104,115.5
23W13,85.6,-3.3,-3.71%,3.91,21.9,58.62,70.35,82.07,93.8,105.5,117.2
23W12,88.9,+4.8,+5.71%,3.97,22.42,59.49,71.39,83.28,95.18,107.1,119
23W11,84.1,-5.6,-6.24%,4.02,20.9,60.35,72.42,84.49,96.56,108.6,120.7
23W10,89.7,+1.9,+2.16%,4.08,21.98,61.22,73.46,85.7,97.95,110.2,122.4
23W09,87.8,+1.4,+1.62%,4.14,21.21,62.08,74.5,86.92,99.33,111.7,124.2
23W08,86.4,-3.5,-3.89%,4.2,20.59,62.95,75.54,88.13,100.7,113.3,125.9
23W07,89.9,+1.2,+1.35%,4.25,21.13,63.81,76.57,89.34,102.1,114.9,127.6
23W06,88.7,0,0%,4.31,20.57,64.68,77.61,90.55,103.5,116.4,129.4
23W05,88.7,-2.4,-2.63%,4.37,20.3,65.54,78.65,91.76,104.9,118,131.1
23W03,91.1,+4.1,+4.71%,4.43,20.58,66.41,79.69,92.97,106.2,119.5,132.8
23W02,87,+14,+19.2%,4.48,19.4,67.27,80.72,94.18,107.6,121.1,134.5
23W01,73,+10,+15.9%,4.54,16.07,68.14,81.76,95.39,109,122.6,136.3
22W53,63,-0.1,-0.16%,4.6,13.7,69,82.8,96.6,110.4,124.2,138
22W52,63.1,-1.3,-2.02%,4.57,13.8,68.57,82.28,96,109.7,123.4,137.1
22W51,64.4,-2.6,-3.88%,4.54,14.18,68.14,81.77,95.4,109,122.7,136.3
22W50,67,+0.6,+0.9%,4.51,14.84,67.71,81.25,94.79,108.3,121.9,135.4
22W49,66.4,+2.4,+3.75%,4.49,14.8,67.28,80.74,94.19,107.6,121.1,134.6
22W48,64,-3.4,-5.04%,4.46,14.36,66.85,80.22,93.59,107,120.3,133.7
22W47,67.4,+0.9,+1.35%,4.43,15.22,66.42,79.71,92.99,106.3,119.6,132.8
22W46,66.5,-2,-2.92%,4.4,15.12,65.99,79.19,92.39,105.6,118.8,132
22W45,68.5,+7.7,+12.7%,4.37,15.67,65.56,78.67,91.79,104.9,118,131.1
22W44,60.8,-1.7,-2.72%,4.34,14,65.13,78.16,91.18,104.2,117.2,130.3
22W43,62.5,-5,-7.41%,4.31,14.49,64.7,77.64,90.58,103.5,116.5,129.4
22W42,67.5,+3.5,+5.47%,4.28,15.75,64.27,77.13,89.98,102.8,115.7,128.5
22W41,64,+2.9,+4.75%,4.26,15.04,63.84,76.61,89.38,102.1,114.9,127.7
22W40,61.1,-11.7,-16.1%,4.23,14.45,63.41,76.1,88.78,101.5,114.1,126.8
22W39,72.8,-16,-18%,4.2,17.34,62.98,75.58,88.18,100.8,113.4,126
22W38,88.8,-2.4,-2.63%,4.17,21.29,62.55,75.06,87.57,100.1,112.6,125.1
22W37,91.2,+0.4,+0.44%,4.14,22.02,62.12,74.55,86.97,99.4,111.8,124.2
22W36,90.8,+2.4,+2.71%,4.11,22.08,61.69,74.03,86.37,98.71,111,123.4
22W35,88.4,+2.9,+3.39%,4.08,21.64,61.26,73.52,85.77,98.02,110.3,122.5
22W34,85.5,-3.4,-3.82%,4.06,21.08,60.83,73,85.17,97.33,109.5,121.7
22W33,88.9,+9,+11.3%,4.03,22.08,60.4,72.48,84.57,96.65,108.7,120.8
22W32,79.9,-2.6,-3.15%,4,19.98,59.97,71.97,83.96,95.96,108,119.9
22W31,82.5,-2.7,-3.17%,3.97,20.78,59.54,71.45,83.36,95.27,107.2,119.1
22W30,85.2,+1.4,+1.67%,3.94,21.62,59.11,70.94,82.76,94.58,106.4,118.2
22W29,83.8,-5.5,-6.16%,3.91,21.42,58.68,70.42,82.16,93.9,105.6,117.4
22W28,89.3,+2.5,+2.88%,3.88,22.99,58.25,69.91,81.56,93.21,104.9,116.5
22W27,86.8,-25.2,-22.5%,3.85,22.52,57.82,69.39,80.95,92.52,104.1,115.6
22W26,112,-4,-3.45%,3.83,29.27,57.4,68.87,80.35,91.83,103.3,114.8
22W25,116,-7,-5.69%,3.8,30.54,56.97,68.36,79.75,91.14,102.5,113.9
22W24,123,-0.5,-0.4%,3.77,32.63,56.54,67.84,79.15,90.46,101.8,113.1
22W23,123.5,0,0%,3.74,33.02,56.11,67.33,78.55,89.77,101,112.2
22W22,123.5,-3.5,-2.76%,3.71,33.27,55.68,66.81,77.95,89.08,100.2,111.4
22W21,127,+2.5,+2.01%,3.68,34.48,55.25,66.3,77.34,88.39,99.44,110.5
22W20,124.5,-6.5,-4.96%,3.65,34.07,54.82,65.78,76.74,87.71,98.67,109.6
22W19,131,+4,+3.15%,3.63,36.13,54.39,65.26,76.14,87.02,97.9,108.8
22W18,127,-14,-9.93%,3.6,35.31,53.96,64.75,75.54,86.33,97.12,107.9
22W17,141,+2.5,+1.81%,3.57,39.51,53.53,64.23,74.94,85.64,96.35,107.1
22W16,138.5,-11,-7.36%,3.54,39.13,53.1,63.72,74.34,84.96,95.57,106.2
22W15,149.5,+2.5,+1.7%,3.51,42.58,52.67,63.2,73.73,84.27,94.8,105.3
22W14,147,+7,+5%,3.48,42.21,52.24,62.68,73.13,83.58,94.03,104.5
22W13,140,+9.5,+7.28%,3.45,40.53,51.81,62.17,72.53,82.89,93.25,103.6
22W12,130.5,-7,-5.09%,3.43,38.1,51.38,61.65,71.93,82.2,92.48,102.8
22W11,137.5,-5,-3.51%,3.4,40.48,50.95,61.14,71.33,81.52,91.71,101.9
22W10,142.5,+1.5,+1.06%,3.37,42.31,50.52,60.62,70.73,80.83,90.93,101
22W09,141,-1,-0.7%,3.34,42.23,50.09,60.11,70.12,80.14,90.16,100.2
22W08,142,+15.5,+12.3%,3.31,42.89,49.66,59.59,69.52,79.45,89.39,99.32
22W07,126.5,+23,+22.2%,3.28,38.54,49.23,59.07,68.92,78.77,88.61,98.46
22W05,103.5,+1,+0.98%,3.25,31.81,48.8,58.56,68.32,78.08,87.84,97.6
22W04,102.5,+1,+0.99%,3.22,31.79,48.37,58.04,67.72,77.39,87.06,96.74
22W03,101.5,0,0%,3.2,31.76,47.94,57.53,67.12,76.7,86.29,95.88
22W02,101.5,-6.5,-6.02%,3.17,32.05,47.51,57.01,66.51,76.02,85.52,95.02
22W01,108,-9,-7.69%,3.14,34.41,47.08,56.5,65.91,75.33,84.74,94.16
21W52,117,+10,+9.35%,3.11,37.62,46.65,55.98,65.31,74.64,83.97,93.3
21W51,107,+3.5,+3.38%,2.98,35.96,44.64,53.57,62.49,71.42,80.35,89.28
21W50,103.5,+2.5,+2.48%,2.84,36.42,42.63,51.15,59.68,68.2,76.73,85.25
21W49,101,+4.1,+4.23%,2.71,37.3,40.61,48.74,56.86,64.98,73.11,81.23
21W48,96.9,-7.6,-7.27%,2.57,37.65,38.6,46.32,54.04,61.76,69.49,77.21
21W47,104.5,-15,-12.6%,2.44,42.84,36.59,43.91,51.23,58.55,65.86,73.18
21W46,119.5,-7,-5.53%,2.31,51.84,34.58,41.5,48.41,55.33,62.24,69.16
21W45,126.5,+0.5,+0.4%,2.17,58.26,32.57,39.08,45.59,52.11,58.62,65.14
21W44,126,-1,-0.79%,2.04,61.85,30.56,36.67,42.78,48.89,55,61.11
21W43,127,+4,+3.25%,1.9,66.74,28.54,34.25,39.96,45.67,51.38,57.09
21W42,123,+7.5,+6.49%,1.77,69.54,26.53,31.84,37.15,42.45,47.76,53.06
21W41,115.5,-1.5,-1.28%,1.63,70.65,24.52,29.42,34.33,39.23,44.14,49.04
21W40,117,+19.6,+20.1%,1.5,77.97,22.51,27.01,31.51,36.01,40.52,45.02
21W39,97.4,+20.2,+26.2%,1.37,71.28,20.5,24.6,28.7,32.8,36.89,40.99
21W38,77.2,+15.8,+25.7%,1.23,62.64,18.49,22.18,25.88,29.58,33.27,36.97
21W37,61.4,+6.4,+11.6%,1.1,55.91,16.47,19.77,23.06,26.36,29.65,32.95
21W36,55,+9.35,+20.5%,0.96,57.05,14.46,17.35,20.25,23.14,26.03,28.92
21W35,45.65,-1.85,-3.89%,0.83,55,12.45,14.94,17.43,19.92,22.41,24.9
21W34,47.5,-9.9,-17.2%,0.7,68.26,10.44,12.53,14.61,16.7,18.79,20.88
21W33,57.4,-12.1,-17.4%,0.56,102.2,8.426,10.11,11.8,13.48,15.17,16.85
21W32,69.5,+15.9,+29.7%,0.43,162.5,6.415,7.698,8.981,10.26,11.55,12.83
21W31,53.6,+8.6,+19.1%,0.29,182.6,4.403,5.284,6.164,7.045,7.925,8.806
21W30,45,+12.95,+40.4%,0.16,282.3,2.391,2.869,3.348,3.826,4.304,4.782
21W29,32.05,+0.15,+0.47%,0.03,1267,0.379,0.455,0.531,0.607,0.683,0.759
21W28,31.9,-0.2,-0.62%,-0.11,,-,-,-,-,-,-
21W27,32.1,-0.2,-0.62%,-0.24,,-,-,-,-,-,-
21W26,32.3,-0.2,-0.62%,-0.38,,-,-,-,-,-,-
21W25,32.5,-0.4,-1.22%,-0.51,,-,-,-,-,-,-
21W24,32.9,-1.2,-3.52%,-0.65,,-,-,-,-,-,-
21W23,34.1,+0.85,+2.56%,-0.78,,-,-,-,-,-,-
21W22,33.25,-0.75,-2.21%,-0.91,,-,-,-,-,-,-
21W21,34,+1.2,+3.66%,-1.05,,-,-,-,-,-,-
21W20,32.8,-1,-2.96%,-1.18,,-,-,-,-,-,-
21W19,33.8,-1.65,-4.65%,-1.32,,-,-,-,-,-,-
21W18,35.45,-0.05,-0.14%,-1.45,,-,-,-,-,-,-
21W17,35.5,+1.2,+3.5%,-1.58,,-,-,-,-,-,-
21W16,34.3,+4.2,+14%,-1.72,,-,-,-,-,-,-
21W15,30.1,-0.7,-2.27%,-1.85,,-,-,-,-,-,-
21W14,30.8,-0.15,-0.48%,-1.99,,-,-,-,-,-,-
21W13,30.95,+0.95,+3.17%,-2.12,,-,-,-,-,-,-
21W12,30,-1.4,-4.46%,-2.25,,-,-,-,-,-,-
