Date,Price,Change,% Change,EPS,PER,8X,9.8X,11.6X,13.4X,15.2X,17X
25W01,36.7,0,0%,1.89,19.42,17.01,19.66,22.3,24.95,27.59,30.24
24W52,36.7,+1.2,+3.38%,1.89,19.42,17.01,19.66,22.3,24.95,27.59,30.24
24W51,35.5,-0.35,-0.98%,1.89,18.75,17.04,19.69,22.35,25,27.65,30.3
24W50,35.85,-0.85,-2.32%,1.9,18.89,17.08,19.73,22.39,25.05,27.7,30.36
24W49,36.7,+0.95,+2.66%,1.9,19.3,17.11,19.77,22.43,25.1,27.76,30.42
24W48,35.75,-0.45,-1.24%,1.9,18.77,17.14,19.81,22.48,25.14,27.81,30.48
24W47,36.2,-1.2,-3.21%,1.91,18.97,17.18,19.85,22.52,25.19,27.87,30.54
24W46,37.4,-1.5,-3.86%,1.91,19.56,17.21,19.89,22.57,25.24,27.92,30.6
24W45,38.9,0,0%,1.92,20.3,17.24,19.93,22.61,25.29,27.97,30.66
24W44,38.9,-0.8,-2.02%,1.92,20.26,17.28,19.97,22.65,25.34,28.03,30.72
24W43,39.7,-1.3,-3.17%,1.92,20.64,17.31,20,22.7,25.39,28.08,30.78
24W42,41,+0.25,+0.61%,1.93,21.27,17.35,20.04,22.74,25.44,28.14,30.84
24W41,40.75,+14.25,+53.8%,1.93,21.1,17.38,20.08,22.79,25.49,28.19,30.9
24W39,26.5,+1.3,+5.16%,1.93,13.7,17.41,20.12,22.83,25.54,28.25,30.96
24W38,25.2,-0.3,-1.18%,1.94,13,17.45,20.16,22.87,25.59,28.3,31.01
24W37,25.5,-0.65,-2.49%,1.94,13.13,17.48,20.2,22.92,25.64,28.36,31.07
24W36,26.15,-0.4,-1.51%,1.95,13.44,17.51,20.24,22.96,25.69,28.41,31.13
24W35,26.55,+1.3,+5.15%,1.95,13.62,17.55,20.28,23.01,25.73,28.46,31.19
24W34,25.25,+1.9,+8.14%,1.95,12.93,17.58,20.31,23.05,25.78,28.52,31.25
24W33,23.35,+0.05,+0.21%,1.96,11.93,17.61,20.35,23.09,25.83,28.57,31.31
