Date,Price,Change,% Change,EPS,PER,8X,9.8X,11.6X,13.4X,15.2X,17X
25W01,26.6,-0.2,-0.75%,-0.97,,-,-,-,-,-,-
24W52,26.8,-1.3,-4.63%,-0.97,,-,-,-,-,-,-
24W51,28.1,-0.45,-1.58%,-0.98,,-,-,-,-,-,-
24W50,28.55,-0.7,-2.39%,-0.99,,-,-,-,-,-,-
24W49,29.25,+0.9,+3.17%,-1,,-,-,-,-,-,-
24W48,28.35,+1.05,+3.85%,-1.01,,-,-,-,-,-,-
24W47,27.3,+4,+17.2%,-1.02,,-,-,-,-,-,-
24W46,23.3,+0.1,+0.43%,-1.02,,-,-,-,-,-,-
24W45,23.2,+0.45,+1.98%,-1.03,,-,-,-,-,-,-
24W44,22.75,+0.35,+1.56%,-1.04,,-,-,-,-,-,-
24W43,22.4,+0.9,+4.19%,-1.05,,-,-,-,-,-,-
24W42,21.5,-0.3,-1.38%,-1.06,,-,-,-,-,-,-
24W41,21.8,-0.8,-3.54%,-1.07,,-,-,-,-,-,-
24W40,22.6,+1.2,+5.61%,-1.08,,-,-,-,-,-,-
24W39,21.4,-1.4,-6.14%,-1.09,,-,-,-,-,-,-
24W38,22.8,+0.05,+0.22%,-1.1,,-,-,-,-,-,-
24W37,22.75,+0.65,+2.94%,-1.11,,-,-,-,-,-,-
24W36,22.1,-0.9,-3.91%,-1.11,,-,-,-,-,-,-
24W35,23,+0.35,+1.55%,-1.12,,-,-,-,-,-,-
24W34,22.65,-0.15,-0.66%,-1.13,,-,-,-,-,-,-
24W33,22.8,+1.15,+5.31%,-1.14,,-,-,-,-,-,-
24W32,21.65,-1.45,-6.28%,-1.15,,-,-,-,-,-,-
24W31,23.1,-0.45,-1.91%,-1.16,,-,-,-,-,-,-
24W30,23.55,-1.05,-4.27%,-1.17,,-,-,-,-,-,-
24W29,24.6,-1.85,-6.99%,-1.18,,-,-,-,-,-,-
24W28,26.45,+0.3,+1.15%,-1.19,,-,-,-,-,-,-
24W27,26.15,+0.45,+1.75%,-1.2,,-,-,-,-,-,-
24W26,25.7,-2.1,-7.55%,-1.2,,-,-,-,-,-,-
24W25,27.8,+2,+7.75%,-1.21,,-,-,-,-,-,-
24W24,25.8,-3.45,-11.8%,-1.22,,-,-,-,-,-,-
