Date,Price,Change,% Change,EPS,PER,8X,9.8X,11.6X,13.4X,15.2X,17X
25W01,27.35,-0.3,-1.08%,-1.36,,-,-,-,-,-,-
24W52,27.65,-4.3,-13.5%,-1.36,,-,-,-,-,-,-
24W51,31.95,+1.45,+4.75%,-1.36,,-,-,-,-,-,-
24W50,30.5,-0.9,-2.87%,-1.37,,-,-,-,-,-,-
24W49,31.4,0,0%,-1.37,,-,-,-,-,-,-
24W48,31.4,-1.95,-5.85%,-1.37,,-,-,-,-,-,-
24W47,33.35,-2.65,-7.36%,-1.38,,-,-,-,-,-,-
24W46,36,-2,-5.26%,-1.38,,-,-,-,-,-,-
24W45,38,+0.25,+0.66%,-1.39,,-,-,-,-,-,-
24W44,37.75,-0.5,-1.31%,-1.39,,-,-,-,-,-,-
24W43,38.25,-0.75,-1.92%,-1.39,,-,-,-,-,-,-
24W42,39,0,0%,-1.4,,-,-,-,-,-,-
24W41,39,+1.9,+5.12%,-1.4,,-,-,-,-,-,-
24W40,37.1,-1.9,-4.87%,-1.4,,-,-,-,-,-,-
24W39,39,+0.3,+0.78%,-1.41,,-,-,-,-,-,-
24W38,38.7,+1.7,+4.59%,-1.41,,-,-,-,-,-,-
24W37,37,0,0%,-1.41,,-,-,-,-,-,-
24W36,37,-3.4,-8.42%,-1.42,,-,-,-,-,-,-
24W35,40.4,+2.4,+6.32%,-1.42,,-,-,-,-,-,-
24W34,38,-0.75,-1.94%,-1.43,,-,-,-,-,-,-
24W33,38.75,+0.15,+0.39%,-1.43,,-,-,-,-,-,-
24W32,38.6,-5.4,-12.3%,-1.43,,-,-,-,-,-,-
24W31,44,-3.5,-7.37%,-1.44,,-,-,-,-,-,-
24W30,47.5,+9.4,+24.7%,-1.44,,-,-,-,-,-,-
24W29,38.1,+1.6,+4.38%,-1.44,,-,-,-,-,-,-
24W28,36.5,+1.15,+3.25%,-1.45,,-,-,-,-,-,-
24W27,35.35,+0.8,+2.32%,-1.45,,-,-,-,-,-,-
