Date,Price,Change,% Change,EPS,PER,8X,9.8X,11.6X,13.4X,15.2X,17X
25W01,169,-0.5,-0.29%,2.39,70.71,35.85,43.02,50.19,57.36,64.53,71.7
24W52,169.5,0,0%,2.39,70.92,35.85,43.02,50.19,57.36,64.53,71.7
24W51,169.5,-6.5,-3.69%,2.35,72.23,35.2,42.24,49.28,56.32,63.36,70.4
24W50,176,-10,-5.38%,2.3,76.42,34.55,41.46,48.36,55.27,62.18,69.09
24W49,186,+13,+7.51%,2.26,82.31,33.89,40.67,47.45,54.23,61.01,67.79
24W48,173,-12,-6.49%,2.22,78.06,33.24,39.89,46.54,53.19,59.84,66.48
24W47,185,+28.5,+18.2%,2.17,85.15,32.59,39.11,45.63,52.14,58.66,65.18
24W46,156.5,-13,-7.67%,2.13,73.5,31.94,38.33,44.71,51.1,57.49,63.88
24W45,169.5,-3.5,-2.02%,2.09,81.26,31.29,37.54,43.8,50.06,56.32,62.57
24W44,173,-10.5,-5.72%,2.04,84.71,30.63,36.76,42.89,49.02,55.14,61.27
24W43,183.5,0,0%,2,91.8,29.98,35.98,41.98,47.97,53.97,59.97
24W42,183.5,+14.5,+8.58%,1.96,93.84,29.33,35.2,41.06,46.93,52.8,58.66
24W41,169,0,0%,1.91,88.39,28.68,34.41,40.15,45.89,51.62,57.36
24W40,169,-15.5,-8.4%,1.87,90.45,28.03,33.63,39.24,44.84,50.45,56.05
24W39,184.5,+17.5,+10.5%,1.83,101.1,27.38,32.85,38.33,43.8,49.28,54.75
24W38,167,-2,-1.18%,1.78,93.74,26.72,32.07,37.41,42.76,48.1,53.45
24W37,169,+6,+3.68%,1.74,97.23,26.07,31.29,36.5,41.71,46.93,52.14
24W36,163,-13.5,-7.65%,1.69,96.19,25.42,30.5,35.59,40.67,45.75,50.84
24W35,176.5,-5,-2.75%,1.65,106.9,24.77,29.72,34.67,39.63,44.58,49.53
24W34,181.5,+4.5,+2.54%,1.61,112.9,24.12,28.94,33.76,38.58,43.41,48.23
24W33,177,+17.5,+11%,1.56,113.2,23.46,28.16,32.85,37.54,42.23,46.93
24W32,159.5,-20,-11.1%,1.52,104.9,22.81,27.37,31.94,36.5,41.06,45.62
24W31,179.5,-16,-8.18%,1.48,121.5,22.16,26.59,31.02,35.46,39.89,44.32
24W30,195.5,-7,-3.46%,1.43,136.4,21.51,25.81,30.11,34.41,38.71,43.02
24W29,202.5,-15.5,-7.11%,1.39,145.6,20.86,25.03,29.2,33.37,37.54,41.71
24W28,218,+10,+4.81%,1.35,161.8,20.2,24.24,28.29,32.33,36.37,40.41
24W27,208,-2,-0.95%,1.3,159.6,19.55,23.46,27.37,31.28,35.19,39.1
24W26,210,+5,+2.44%,1.26,166.7,18.9,22.68,26.46,30.24,34.02,37.8
24W25,205,+10.5,+5.4%,1.22,168.5,18.25,21.9,25.55,29.2,32.85,36.5
24W24,194.5,-1.5,-0.77%,1.17,165.8,17.6,21.12,24.63,28.15,31.67,35.19
24W23,196,-7.5,-3.69%,1.13,173.5,16.94,20.33,23.72,27.11,30.5,33.89
24W22,203.5,-16,-7.29%,1.09,187.4,16.29,19.55,22.81,26.07,29.33,32.58
24W21,219.5,+41,+23%,1.04,210.5,15.64,18.77,21.9,25.02,28.15,31.28
24W20,178.5,-1.5,-0.83%,1,178.6,14.99,17.99,20.98,23.98,26.98,29.98
24W19,180,+12,+7.14%,0.96,188.3,14.34,17.2,20.07,22.94,25.81,28.67
24W18,168,-8,-4.55%,0.91,184.2,13.68,16.42,19.16,21.9,24.63,27.37
24W17,176,-18,-9.28%,0.87,202.6,13.03,15.64,18.25,20.85,23.46,26.07
24W16,194,-5,-2.51%,0.83,235,12.38,14.86,17.33,19.81,22.29,24.76
24W15,199,-6,-2.93%,0.78,254.5,11.73,14.07,16.42,18.77,21.11,23.46
24W14,205,+6,+3.02%,0.74,277.6,11.08,13.29,15.51,17.72,19.94,22.15
24W13,199,-12.5,-5.91%,0.7,286.3,10.42,12.51,14.6,16.68,18.76,20.85
24W12,211.5,+10.5,+5.22%,0.65,324.6,9.773,11.73,13.68,15.64,17.59,19.55
24W11,201,-5,-2.43%,0.61,330.6,9.121,10.95,12.77,14.59,16.42,18.24
24W10,206,+15,+7.85%,0.56,364.8,8.469,10.16,11.86,13.55,15.24,16.94
24W09,191,+23,+13.7%,0.52,366.5,7.817,9.381,10.94,12.51,14.07,15.63
24W08,168,-7,-4%,0.48,351.7,7.165,8.598,10.03,11.46,12.9,14.33
24W07,175,+30,+20.7%,0.43,403,6.513,7.816,9.119,10.42,11.72,13.03
24W06,145,+10.5,+7.81%,0.39,371.1,5.862,7.034,8.206,9.378,10.55,11.72
24W05,134.5,+37,+37.9%,0.35,387.3,5.21,6.252,7.293,8.335,9.377,10.42
