Date,Price,Change,% Change,EPS,PER,8X,9.8X,11.6X,13.4X,15.2X,17X
25W01,149,0,0%,9.93,15.01,109.2,121.1,133.1,145,156.9,168.8
24W52,149,+3,+2.05%,9.93,15.01,109.2,121.1,133.1,145,156.9,168.8
24W51,146,+3,+2.1%,9.9,14.74,108.9,120.8,132.7,144.6,156.5,168.4
24W50,143,-6,-4.03%,9.88,14.48,108.7,120.5,132.4,144.2,156.1,167.9
24W49,149,+2,+1.36%,9.85,15.12,108.4,120.2,132,143.9,155.7,167.5
24W48,147,-3,-2%,9.83,14.96,108.1,119.9,131.7,143.5,155.3,167.1
24W47,150,-6.5,-4.15%,9.8,15.3,107.8,119.6,131.3,143.1,154.9,166.6
24W46,156.5,+1,+0.64%,9.78,16.01,107.5,119.3,131,142.7,154.5,166.2
24W45,155.5,+2.5,+1.63%,9.75,15.95,107.3,119,130.7,142.4,154.1,165.8
24W44,153,-2.5,-1.61%,9.73,15.73,107,118.6,130.3,142,153.7,165.3
24W43,155.5,0,0%,9.7,16.03,106.7,118.3,130,141.6,153.3,164.9
24W42,155.5,-0.5,-0.32%,9.67,16.07,106.4,118,129.6,141.2,152.9,164.5
24W41,156,-6.5,-4%,9.65,16.17,106.1,117.7,129.3,140.9,152.4,164
24W40,162.5,-4.5,-2.69%,9.62,16.89,105.9,117.4,128.9,140.5,152,163.6
24W39,167,+6.5,+4.05%,9.6,17.4,105.6,117.1,128.6,140.1,151.6,163.2
24W38,160.5,-2,-1.23%,9.57,16.77,105.3,116.8,128.3,139.8,151.2,162.7
24W37,162.5,+7.5,+4.84%,9.55,17.02,105,116.5,127.9,139.4,150.8,162.3
24W36,155,-6,-3.73%,9.52,16.28,104.7,116.2,127.6,139,150.4,161.9
24W35,161,+3,+1.9%,9.5,16.96,104.4,115.8,127.2,138.6,150,161.4
24W34,158,-8.5,-5.11%,9.47,16.68,104.2,115.5,126.9,138.3,149.6,161
24W33,166.5,+11,+7.07%,9.44,17.63,103.9,115.2,126.6,137.9,149.2,160.5
24W32,155.5,-6.5,-4.01%,9.42,16.51,103.6,114.9,126.2,137.5,148.8,160.1
24W31,162,+0.5,+0.31%,9.39,17.25,103.3,114.6,125.9,137.1,148.4,159.7
24W30,161.5,-9.5,-5.56%,9.37,17.24,103,114.3,125.5,136.8,148,159.2
24W29,171,+8,+4.91%,9.34,18.3,102.8,114,125.2,136.4,147.6,158.8
24W28,163,-2.5,-1.51%,9.32,17.5,102.5,113.7,124.8,136,147.2,158.4
24W27,165.5,-6,-3.5%,9.29,17.81,102.2,113.3,124.5,135.6,146.8,157.9
24W26,171.5,+1.5,+0.88%,9.26,18.51,101.9,113,124.2,135.3,146.4,157.5
24W25,170,+8,+4.94%,9.24,18.4,101.6,112.7,123.8,134.9,146,157.1
24W24,162,-4.5,-2.7%,9.21,17.58,101.4,112.4,123.5,134.5,145.6,156.6
24W23,166.5,+3.5,+2.15%,9.19,18.12,101.1,112.1,123.1,134.1,145.2,156.2
24W22,163,+3,+1.88%,9.16,17.79,100.8,111.8,122.8,133.8,144.8,155.8
24W21,160,-0.5,-0.31%,9.14,17.51,100.5,111.5,122.4,133.4,144.4,155.3
24W20,160.5,-15,-8.55%,9.11,17.62,100.2,111.2,122.1,133,144,154.9
24W19,175.5,+7.5,+4.46%,9.09,19.32,99.95,110.8,121.8,132.7,143.6,154.5
24W18,168,+10,+6.33%,9.06,18.54,99.66,110.5,121.4,132.3,143.2,154
24W17,158,-1,-0.63%,9.03,17.49,99.38,110.2,121.1,131.9,142.7,153.6
24W16,159,+4,+2.58%,9.01,17.65,99.1,109.9,120.7,131.5,142.3,153.2
24W15,155,+8.5,+5.8%,8.98,17.25,98.82,109.6,120.4,131.2,141.9,152.7
24W14,146.5,+2.5,+1.74%,8.96,16.35,98.54,109.3,120,130.8,141.5,152.3
24W13,144,0,0%,8.93,16.12,98.26,109,119.7,130.4,141.1,151.9
24W12,144,+1,+0.7%,8.91,16.17,97.98,108.7,119.4,130,140.7,151.4
24W11,143,-3,-2.05%,8.88,16.1,97.69,108.4,119,129.7,140.3,151
24W10,146,0,0%,8.86,16.49,97.41,108,118.7,129.3,139.9,150.5
24W09,146,+5,+3.55%,8.83,16.53,97.13,107.7,118.3,128.9,139.5,150.1
24W08,141,-1,-0.7%,8.8,16.01,96.85,107.4,118,128.5,139.1,149.7
24W07,142,+4.5,+3.27%,8.78,16.17,96.57,107.1,117.6,128.2,138.7,149.2
24W06,137.5,+1.5,+1.1%,8.75,15.71,96.29,106.8,117.3,127.8,138.3,148.8
24W05,136,+4.5,+3.42%,8.73,15.58,96.01,106.5,117,127.4,137.9,148.4
24W04,131.5,+4,+3.14%,8.7,15.11,95.73,106.2,116.6,127.1,137.5,147.9
24W03,127.5,+2,+1.59%,8.68,14.69,95.44,105.9,116.3,126.7,137.1,147.5
24W02,125.5,+2.5,+2.03%,8.65,14.51,95.16,105.5,115.9,126.3,136.7,147.1
24W01,123,-2,-1.6%,8.63,14.26,94.88,105.2,115.6,125.9,136.3,146.6
23W52,125,+2,+1.63%,8.6,14.53,94.6,104.9,115.2,125.6,135.9,146.2
23W51,123,-0.5,-0.4%,8.58,14.33,94.41,104.7,115,125.3,135.6,145.9
23W50,123.5,-2,-1.59%,8.56,14.42,94.21,104.5,114.8,125,135.3,145.6
23W49,125.5,+5,+4.15%,8.55,14.68,94.02,104.3,114.5,124.8,135,145.3
23W48,120.5,+5.5,+4.78%,8.53,14.13,93.82,104.1,114.3,124.5,134.8,145
23W47,115,+9.5,+9%,8.51,13.51,93.63,103.8,114.1,124.3,134.5,144.7
23W46,105.5,+2,+1.93%,8.49,12.42,93.44,103.6,113.8,124,134.2,144.4
23W45,103.5,+1,+0.98%,8.48,12.21,93.24,103.4,113.6,123.8,133.9,144.1
23W44,102.5,+1,+0.99%,8.46,12.12,93.05,103.2,113.3,123.5,133.6,143.8
23W43,101.5,0,0%,8.44,12.02,92.85,103,113.1,123.2,133.4,143.5
23W42,101.5,-1.5,-1.46%,8.42,12.05,92.66,102.8,112.9,123,133.1,143.2
23W41,103,-2,-1.9%,8.41,12.25,92.46,102.6,112.6,122.7,132.8,142.9
23W40,105,-0.5,-0.47%,8.39,12.52,92.27,102.3,112.4,122.5,132.5,142.6
23W39,105.5,0,0%,8.37,12.6,92.08,102.1,112.2,122.2,132.3,142.3
23W38,105.5,-1,-0.94%,8.35,12.63,91.88,101.9,111.9,122,132,142
23W37,106.5,+1,+0.95%,8.34,12.78,91.69,101.7,111.7,121.7,131.7,141.7
23W36,105.5,+2,+1.93%,8.32,12.68,91.49,101.5,111.5,121.4,131.4,141.4
23W35,103.5,+0.5,+0.49%,8.3,12.47,91.3,101.3,111.2,121.2,131.1,141.1
23W34,103,+4,+4.04%,8.28,12.44,91.11,101,111,120.9,130.9,140.8
23W33,99,-2,-1.98%,8.26,11.98,90.91,100.8,110.7,120.7,130.6,140.5
23W32,101,-4,-3.81%,8.25,12.25,90.72,100.6,110.5,120.4,130.3,140.2
23W31,105,-2,-1.87%,8.23,12.76,90.52,100.4,110.3,120.1,130,139.9
23W30,107,+2.5,+2.39%,8.21,13.03,90.33,100.2,110,119.9,129.7,139.6
23W29,104.5,+0.5,+0.48%,8.19,12.75,90.14,99.97,109.8,119.6,129.5,139.3
23W28,104,+0.5,+0.48%,8.18,12.72,89.94,99.75,109.6,119.4,129.2,139
23W27,103.5,-2,-1.9%,8.16,12.69,89.75,99.54,109.3,119.1,128.9,138.7
23W26,105.5,+0.5,+0.48%,8.14,12.96,89.55,99.32,109.1,118.9,128.6,138.4
23W25,105,+1.5,+1.45%,8.12,12.93,89.36,99.11,108.9,118.6,128.4,138.1
23W24,103.5,+1.5,+1.47%,8.11,12.77,89.16,98.89,108.6,118.3,128.1,137.8
23W23,102,-5,-4.67%,8.09,12.61,88.97,98.68,108.4,118.1,127.8,137.5
23W22,107,+4,+3.88%,8.07,13.26,88.78,98.46,108.1,117.8,127.5,137.2
23W21,103,+1.5,+1.48%,8.05,12.79,88.58,98.25,107.9,117.6,127.2,136.9
23W20,101.5,+2.8,+2.84%,8.04,12.63,88.39,98.03,107.7,117.3,127,136.6
23W19,98.7,-1.8,-1.79%,8.02,12.31,88.19,97.82,107.4,117.1,126.7,136.3
23W18,100.5,+0.6,+0.6%,8,12.56,88,97.6,107.2,116.8,126.4,136
23W17,99.9,+1.4,+1.42%,7.98,12.52,87.81,97.38,107,116.5,126.1,135.7
23W16,98.5,-2.5,-2.48%,7.96,12.37,87.61,97.17,106.7,116.3,125.8,135.4
23W15,101,+2,+2.02%,7.95,12.71,87.42,96.95,106.5,116,125.6,135.1
23W14,99,+1.8,+1.85%,7.93,12.49,87.22,96.74,106.3,115.8,125.3,134.8
23W13,97.2,-0.3,-0.31%,7.91,12.29,87.03,96.52,106,115.5,125,134.5
23W12,97.5,-0.3,-0.31%,7.89,12.35,86.84,96.31,105.8,115.3,124.7,134.2
23W11,97.8,-3.2,-3.17%,7.88,12.42,86.64,96.09,105.5,115,124.4,133.9
23W10,101,+1,+1%,7.86,12.85,86.45,95.88,105.3,114.7,124.2,133.6
23W09,100,+3.5,+3.63%,7.84,12.75,86.25,95.66,105.1,114.5,123.9,133.3
23W08,96.5,-0.1,-0.1%,7.82,12.33,86.06,95.45,104.8,114.2,123.6,133
23W07,96.6,+4.1,+4.43%,7.81,12.38,85.86,95.23,104.6,114,123.3,132.7
23W06,92.5,+0.8,+0.87%,7.79,11.88,85.67,95.02,104.4,113.7,123.1,132.4
23W05,91.7,+4.7,+5.4%,7.77,11.8,85.48,94.8,104.1,113.5,122.8,132.1
23W03,87,+1.3,+1.52%,7.75,11.22,85.28,94.59,103.9,113.2,122.5,131.8
23W02,85.7,-1.7,-1.95%,7.74,11.08,85.09,94.37,103.7,112.9,122.2,131.5
23W01,87.4,+0.4,+0.46%,7.72,11.32,84.89,94.16,103.4,112.7,121.9,131.2
22W53,87,+0.1,+0.12%,7.7,11.3,84.7,93.94,103.2,112.4,121.7,130.9
22W52,86.9,-0.2,-0.23%,7.68,11.31,84.52,93.74,103,112.2,121.4,130.6
22W51,87.1,+3.8,+4.56%,7.67,11.36,84.33,93.53,102.7,111.9,121.1,130.3
22W50,83.3,+0.9,+1.09%,7.65,10.89,84.15,93.33,102.5,111.7,120.9,130
22W49,82.4,+0.6,+0.73%,7.63,10.8,83.96,93.12,102.3,111.4,120.6,129.8
22W48,81.8,-0.5,-0.61%,7.62,10.74,83.78,92.92,102.1,111.2,120.3,129.5
22W47,82.3,+0.5,+0.61%,7.6,10.83,83.6,92.72,101.8,111,120.1,129.2
22W46,81.8,-2.8,-3.31%,7.58,10.79,83.41,92.51,101.6,110.7,119.8,128.9
22W45,84.6,-0.3,-0.35%,7.57,11.18,83.23,92.31,101.4,110.5,119.5,128.6
22W44,84.9,+5.7,+7.2%,7.55,11.25,83.04,92.1,101.2,110.2,119.3,128.3
22W43,79.2,-2.5,-3.06%,7.53,10.51,82.86,91.9,100.9,110,119,128.1
22W42,81.7,-1.8,-2.16%,7.52,10.87,82.68,91.69,100.7,109.7,118.8,127.8
22W41,83.5,-0.3,-0.36%,7.5,11.13,82.49,91.49,100.5,109.5,118.5,127.5
22W40,83.8,+1,+1.21%,7.48,11.2,82.31,91.29,100.3,109.2,118.2,127.2
