Date,Price,Change,% Change,EPS,PER,8X,9.8X,11.6X,13.4X,15.2X,17X
25W01,34.25,-0.1,-0.29%,-1.74,,-,-,-,-,-,-
24W52,34.35,-0.5,-1.43%,-1.74,,-,-,-,-,-,-
24W51,34.85,-0.15,-0.43%,-1.7,,-,-,-,-,-,-
24W50,35,+0.05,+0.14%,-1.67,,-,-,-,-,-,-
24W49,34.95,+1.25,+3.71%,-1.63,,-,-,-,-,-,-
24W48,33.7,-0.3,-0.88%,-1.59,,-,-,-,-,-,-
24W47,34,-0.55,-1.59%,-1.55,,-,-,-,-,-,-
24W46,34.55,+0.15,+0.44%,-1.52,,-,-,-,-,-,-
24W45,34.4,-2.95,-7.9%,-1.48,,-,-,-,-,-,-
24W44,37.35,-1.8,-4.6%,-1.44,,-,-,-,-,-,-
24W43,39.15,+0.85,+2.22%,-1.4,,-,-,-,-,-,-
24W42,38.3,-1.25,-3.16%,-1.37,,-,-,-,-,-,-
24W41,39.55,+0.15,+0.38%,-1.33,,-,-,-,-,-,-
24W40,39.4,-0.4,-1.01%,-1.29,,-,-,-,-,-,-
24W39,39.8,+0.65,+1.66%,-1.25,,-,-,-,-,-,-
24W38,39.15,+1,+2.62%,-1.22,,-,-,-,-,-,-
24W37,38.15,-1.4,-3.54%,-1.18,,-,-,-,-,-,-
24W36,39.55,0,0%,-1.14,,-,-,-,-,-,-
24W35,39.55,-0.3,-0.75%,-1.11,,-,-,-,-,-,-
24W34,39.85,+0.65,+1.66%,-1.07,,-,-,-,-,-,-
24W33,39.2,+2.8,+7.69%,-1.03,,-,-,-,-,-,-
24W32,36.4,-6.6,-15.3%,-0.99,,-,-,-,-,-,-
24W31,43,-1.2,-2.71%,-0.96,,-,-,-,-,-,-
24W30,44.2,-1.5,-3.28%,-0.92,,-,-,-,-,-,-
24W29,45.7,-0.1,-0.22%,-0.88,,-,-,-,-,-,-
24W28,45.8,-0.1,-0.22%,-0.84,,-,-,-,-,-,-
24W27,45.9,+0.1,+0.22%,-0.81,,-,-,-,-,-,-
24W26,45.8,-0.1,-0.22%,-0.77,,-,-,-,-,-,-
24W25,45.9,-0.1,-0.22%,-0.73,,-,-,-,-,-,-
24W24,46,0,0%,-0.7,,-,-,-,-,-,-
24W23,46,-1.35,-2.85%,-0.66,,-,-,-,-,-,-
24W22,47.35,+0.25,+0.53%,-0.62,,-,-,-,-,-,-
24W21,47.1,+0.5,+1.07%,-0.58,,-,-,-,-,-,-
24W20,46.6,+0.3,+0.65%,-0.55,,-,-,-,-,-,-
24W19,46.3,-2.8,-5.7%,-0.51,,-,-,-,-,-,-
24W18,49.1,+2.3,+4.91%,-0.47,,-,-,-,-,-,-
24W17,46.8,+2.15,+4.82%,-0.43,,-,-,-,-,-,-
24W16,44.65,-3.2,-6.69%,-0.4,,-,-,-,-,-,-
24W15,47.85,+0.15,+0.31%,-0.36,,-,-,-,-,-,-
24W14,47.7,+0.1,+0.21%,-0.32,,-,-,-,-,-,-
24W13,47.6,-0.4,-0.83%,-0.28,,-,-,-,-,-,-
24W12,48,+1.8,+3.9%,-0.25,,-,-,-,-,-,-
24W11,46.2,-1.4,-2.94%,-0.21,,-,-,-,-,-,-
24W10,47.6,-0.8,-1.65%,-0.17,,-,-,-,-,-,-
24W09,48.4,-0.3,-0.62%,-0.14,,-,-,-,-,-,-
24W08,48.7,-0.3,-0.61%,-0.1,,-,-,-,-,-,-
24W07,49,+0.55,+1.14%,-0.06,,-,-,-,-,-,-
24W06,48.45,+0.85,+1.79%,-0.02,,-,-,-,-,-,-
24W05,47.6,-0.95,-1.96%,0.01,3536,0.175,0.221,0.267,0.312,0.358,0.404
24W04,48.55,+0.65,+1.36%,0.05,956.3,0.66,0.833,1.005,1.178,1.35,1.523
24W03,47.9,-0.5,-1.03%,0.09,543.8,1.145,1.444,1.744,2.043,2.343,2.642
