Date,Price,Change,% Change,EPS,PER,8X,9.8X,11.6X,13.4X,15.2X,17X
25W01,76.1,+0.1,+0.13%,1.95,39.03,29.25,35.1,40.95,46.8,52.65,58.5
24W52,76,-16.3,-17.7%,1.95,38.97,29.25,35.1,40.95,46.8,52.65,58.5
24W51,92.3,-10.2,-9.95%,1.93,47.73,29,34.81,40.61,46.41,52.21,58.01
24W50,102.5,-15.5,-13.1%,1.92,53.46,28.76,34.51,40.26,46.02,51.77,57.52
24W49,118,-28.5,-19.5%,1.9,62.07,28.51,34.22,39.92,45.62,51.33,57.03
24W48,146.5,-3.5,-2.33%,1.88,77.73,28.27,33.92,39.58,45.23,50.88,56.54
24W47,150,+8,+5.63%,1.87,80.29,28.02,33.63,39.23,44.84,50.44,56.05
24W46,142,-13.5,-8.68%,1.85,76.68,27.78,33.33,38.89,44.45,50,55.56
24W45,155.5,-3.5,-2.2%,1.84,84.71,27.53,33.04,38.55,44.05,49.56,55.07
24W44,159,+4.5,+2.91%,1.82,87.4,27.29,32.75,38.2,43.66,49.12,54.58
24W43,154.5,+1.5,+0.98%,1.8,85.7,27.04,32.45,37.86,43.27,48.68,54.09
24W42,153,+6,+4.08%,1.79,85.64,26.8,32.16,37.52,42.88,48.24,53.6
24W41,147,-5.5,-3.61%,1.77,83.04,26.55,31.86,37.17,42.48,47.8,53.11
24W40,152.5,+4.5,+3.04%,1.75,86.95,26.31,31.57,36.83,42.09,47.35,52.62
24W39,148,+12,+8.82%,1.74,85.18,26.06,31.28,36.49,41.7,46.91,52.12
24W38,136,+3,+2.26%,1.72,79.02,25.82,30.98,36.14,41.31,46.47,51.63
24W37,133,+4,+3.1%,1.7,78.01,25.57,30.69,35.8,40.92,46.03,51.14
24W36,129,+5.5,+4.45%,1.69,76.4,25.33,30.39,35.46,40.52,45.59,50.65
24W35,123.5,-4.5,-3.52%,1.67,73.86,25.08,30.1,35.11,40.13,45.15,50.16
24W34,128,+2.5,+1.99%,1.66,77.31,24.84,29.8,34.77,39.74,44.71,49.67
24W33,125.5,+1,+0.8%,1.64,76.55,24.59,29.51,34.43,39.35,44.26,49.18
24W32,124.5,+12.5,+11.2%,1.62,76.71,24.35,29.22,34.08,38.95,43.82,48.69
