Date,Price,Change,% Change,EPS,PER,8X,9.8X,11.6X,13.4X,15.2X,17X
25W01,505,-4,-0.79%,23.08,21.88,346.2,415.4,484.7,553.9,623.2,692.4
24W52,509,+8,+1.6%,23.08,22.05,346.2,415.4,484.7,553.9,623.2,692.4
24W51,501,-24,-4.57%,23,21.78,345,414,483,552,621,690
24W50,525,-3,-0.57%,22.92,22.91,343.8,412.5,481.3,550,618.8,687.5
24W49,528,-2,-0.38%,22.84,23.12,342.6,411.1,479.6,548.1,616.6,685.1
24W48,530,-14,-2.57%,22.76,23.29,341.3,409.6,477.9,546.1,614.4,682.7
24W47,544,+2,+0.37%,22.68,23.99,340.1,408.2,476.2,544.2,612.2,680.3
24W46,542,-38,-6.55%,22.59,23.99,338.9,406.7,474.5,542.3,610,677.8
24W45,580,+63,+12.2%,22.51,25.76,337.7,405.2,472.8,540.3,607.9,675.4
24W44,517,-30,-5.48%,22.43,23.05,336.5,403.8,471.1,538.4,605.7,673
24W43,547,-11,-1.97%,22.35,24.47,335.3,402.3,469.4,536.4,603.5,670.5
24W42,558,-5,-0.89%,22.27,25.06,334.1,400.9,467.7,534.5,601.3,668.1
24W41,563,+20,+3.68%,22.19,25.37,332.8,399.4,466,532.5,599.1,665.7
24W40,543,-21,-3.72%,22.11,24.56,331.6,398,464.3,530.6,596.9,663.3
24W39,564,+9,+1.62%,22.03,25.6,330.4,396.5,462.6,528.7,594.7,660.8
24W38,555,+19,+3.54%,21.95,25.29,329.2,395,460.9,526.7,592.6,658.4
24W37,536,+9,+1.71%,21.87,24.51,328,393.6,459.2,524.8,590.4,656
24W36,527,-9,-1.68%,21.78,24.19,326.8,392.1,457.5,522.8,588.2,653.5
24W35,536,+8,+1.52%,21.7,24.7,325.6,390.7,455.8,520.9,586,651.1
24W34,528,-1,-0.19%,21.62,24.42,324.3,389.2,454.1,518.9,583.8,648.7
24W33,529,+31.5,+6.33%,21.54,24.56,323.1,387.8,452.4,517,581.6,646.3
24W32,497.5,-26.5,-5.06%,21.46,23.18,321.9,386.3,450.7,515.1,579.4,643.8
24W31,524,+4,+0.77%,21.38,24.51,320.7,384.8,449,513.1,577.3,641.4
24W30,520,-28,-5.11%,21.3,24.41,319.5,383.4,447.3,511.2,575.1,639
24W29,548,+8,+1.48%,21.22,25.83,318.3,381.9,445.6,509.2,572.9,636.5
24W28,540,+4,+0.75%,21.14,25.55,317.1,380.5,443.9,507.3,570.7,634.1
24W27,536,+7,+1.32%,21.06,25.46,315.8,379,442.2,505.3,568.5,631.7
24W26,529,+1,+0.19%,20.98,25.22,314.6,377.6,440.5,503.4,566.3,629.2
24W25,528,-7,-1.31%,20.89,25.27,313.4,376.1,438.8,501.5,564.1,626.8
24W24,535,-16,-2.9%,20.81,25.7,312.2,374.6,437.1,499.5,562,624.4
24W23,551,+66,+13.6%,20.73,26.58,311,373.2,435.4,497.6,559.8,622
24W22,485,-2.5,-0.51%,20.65,23.49,309.8,371.7,433.7,495.6,557.6,619.5
24W21,487.5,+0.5,+0.1%,20.57,23.7,308.6,370.3,432,493.7,555.4,617.1
24W20,487,-1,-0.2%,20.49,23.77,307.3,368.8,430.3,491.7,553.2,614.7
24W19,488,-7,-1.41%,20.41,23.91,306.1,367.3,428.6,489.8,551,612.2
24W18,495,-17,-3.32%,20.33,24.35,304.9,365.9,426.9,487.9,548.8,609.8
24W17,512,+25,+5.13%,20.25,25.29,303.7,364.4,425.2,485.9,546.7,607.4
