Date,Price,Change,% Change,EPS,PER,8X,9.8X,11.6X,13.4X,15.2X,17X
25W01,38.25,-0.5,-1.29%,0.84,45.54,12.6,15.12,17.64,20.16,22.68,25.2
24W52,38.75,+1.75,+4.73%,0.84,46.13,12.6,15.12,17.64,20.16,22.68,25.2
24W51,37,+0.45,+1.23%,0.83,44.35,12.51,15.02,17.52,20.02,22.52,25.03
24W50,36.55,-2.35,-6.04%,0.83,44.12,12.43,14.91,17.4,19.88,22.37,24.85
24W49,38.9,+0.75,+1.97%,0.82,47.28,12.34,14.81,17.28,19.74,22.21,24.68
24W48,38.15,-1.4,-3.54%,0.82,46.7,12.25,14.7,17.16,19.61,22.06,24.51
24W47,39.55,+0.05,+0.13%,0.81,48.76,12.17,14.6,17.03,19.47,21.9,24.33
24W46,39.5,-1.75,-4.24%,0.81,49.04,12.08,14.5,16.91,19.33,21.75,24.16
24W45,41.25,-1.3,-3.06%,0.8,51.59,11.99,14.39,16.79,19.19,21.59,23.99
24W44,42.55,-3.7,-8%,0.79,53.6,11.91,14.29,16.67,19.05,21.43,23.82
24W43,46.25,+3.1,+7.18%,0.79,58.69,11.82,14.19,16.55,18.91,21.28,23.64
24W42,43.15,+5.85,+15.7%,0.78,55.16,11.73,14.08,16.43,18.78,21.12,23.47
24W41,37.3,-0.95,-2.48%,0.78,48.03,11.65,13.98,16.31,18.64,20.97,23.3
24W40,38.25,-2.15,-5.32%,0.77,49.63,11.56,13.87,16.19,18.5,20.81,23.12
24W39,40.4,-0.25,-0.62%,0.76,52.81,11.48,13.77,16.07,18.36,20.66,22.95
24W38,40.65,+0.75,+1.88%,0.76,53.54,11.39,13.67,15.94,18.22,20.5,22.78
24W37,39.9,-3.35,-7.75%,0.75,52.96,11.3,13.56,15.82,18.08,20.34,22.6
24W36,43.25,-4.5,-9.42%,0.75,57.84,11.22,13.46,15.7,17.94,20.19,22.43
24W35,47.75,-2.05,-4.12%,0.74,64.36,11.13,13.35,15.58,17.81,20.03,22.26
24W34,49.8,+4.6,+10.2%,0.74,67.65,11.04,13.25,15.46,17.67,19.88,22.08
24W33,45.2,+1.35,+3.08%,0.73,61.89,10.96,13.15,15.34,17.53,19.72,21.91
24W32,43.85,-3.3,-7%,0.72,60.51,10.87,13.04,15.22,17.39,19.56,21.74
24W31,47.15,+0.25,+0.53%,0.72,65.59,10.78,12.94,15.1,17.25,19.41,21.57
24W30,46.9,+0.95,+2.07%,0.71,65.77,10.7,12.84,14.97,17.11,19.25,21.39
24W29,45.95,-1.15,-2.44%,0.71,64.96,10.61,12.73,14.85,16.98,19.1,21.22
24W28,47.1,-2.1,-4.27%,0.7,67.14,10.52,12.63,14.73,16.84,18.94,21.05
