Date,Price,Change,% Change,EPS,PER,8X,9.8X,11.6X,13.4X,15.2X,17X
25W01,30.5,-0.45,-1.45%,-0.54,,-,-,-,-,-,-
24W52,30.95,-1.05,-3.28%,-0.54,,-,-,-,-,-,-
24W51,32,+0.95,+3.06%,-0.53,,-,-,-,-,-,-
24W50,31.05,+0.25,+0.81%,-0.52,,-,-,-,-,-,-
24W49,30.8,+0.2,+0.65%,-0.51,,-,-,-,-,-,-
24W48,30.6,+0.05,+0.16%,-0.5,,-,-,-,-,-,-
24W47,30.55,+0.6,+2%,-0.5,,-,-,-,-,-,-
24W46,29.95,-0.3,-0.99%,-0.49,,-,-,-,-,-,-
24W45,30.25,+0.15,+0.5%,-0.48,,-,-,-,-,-,-
24W44,30.1,-1.4,-4.44%,-0.47,,-,-,-,-,-,-
24W43,31.5,-0.25,-0.79%,-0.46,,-,-,-,-,-,-
24W42,31.75,-0.25,-0.78%,-0.45,,-,-,-,-,-,-
24W41,32,+0.15,+0.47%,-0.44,,-,-,-,-,-,-
24W40,31.85,-0.95,-2.9%,-0.43,,-,-,-,-,-,-
24W39,32.8,-0.4,-1.2%,-0.43,,-,-,-,-,-,-
24W38,33.2,+0.5,+1.53%,-0.42,,-,-,-,-,-,-
24W37,32.7,+1,+3.15%,-0.41,,-,-,-,-,-,-
24W36,31.7,-0.35,-1.09%,-0.4,,-,-,-,-,-,-
24W35,32.05,+0.1,+0.31%,-0.39,,-,-,-,-,-,-
24W34,31.95,+1.15,+3.73%,-0.38,,-,-,-,-,-,-
24W33,30.8,0,0%,-0.37,,-,-,-,-,-,-
24W32,30.8,-4.3,-12.3%,-0.36,,-,-,-,-,-,-
24W31,35.1,-0.2,-0.57%,-0.35,,-,-,-,-,-,-
24W30,35.3,-1.05,-2.89%,-0.35,,-,-,-,-,-,-
24W29,36.35,-0.85,-2.28%,-0.34,,-,-,-,-,-,-
24W28,37.2,-0.65,-1.72%,-0.33,,-,-,-,-,-,-
24W27,37.85,-0.2,-0.53%,-0.32,,-,-,-,-,-,-
24W26,38.05,-0.35,-0.91%,-0.31,,-,-,-,-,-,-
24W25,38.4,+0.05,+0.13%,-0.3,,-,-,-,-,-,-
24W24,38.35,+0.15,+0.39%,-0.29,,-,-,-,-,-,-
24W23,38.2,+0.35,+0.92%,-0.28,,-,-,-,-,-,-
24W22,37.85,+0.45,+1.2%,-0.27,,-,-,-,-,-,-
24W21,37.4,-0.5,-1.32%,-0.27,,-,-,-,-,-,-
24W20,37.9,+0.25,+0.66%,-0.26,,-,-,-,-,-,-
24W19,37.65,0,0%,-0.25,,-,-,-,-,-,-
24W18,37.65,-0.25,-0.66%,-0.24,,-,-,-,-,-,-
24W17,37.9,+0.4,+1.07%,-0.23,,-,-,-,-,-,-
24W16,37.5,-1.25,-3.23%,-0.22,,-,-,-,-,-,-
