Date,Price,PER
25W01,22.0,28.57
24W52,21.2,27.53
24W51,20.75,27.08
24W50,20.75,27.21
24W49,21.2,27.93
24W48,21.15,28.0
24W47,20.3,27.0
24W46,20.3,27.14
24W45,20.5,27.54
24W44,20.05,27.07
24W43,20.6,27.95
24W42,20.5,27.95
24W41,21.3,29.19
24W40,21.65,29.81
24W39,22.15,30.66
24W38,22.25,30.95
24W37,21.75,30.41
24W36,21.1,29.65
24W35,22.75,32.14
24W34,25.6,36.35
24W33,21.6,30.83
24W32,20.8,29.85
24W31,20.85,30.07
24W30,20.8,30.16
24W29,19.75,28.79
24W28,20.7,30.34
24W27,21.3,31.39
24W26,20.9,30.96
24W25,20.35,30.31
24W24,20.2,30.25
24W23,20.9,31.47
24W22,20.4,30.89
24W21,19.8,30.15
24W20,19.85,30.39
24W19,19.3,29.72
24W18,19.45,30.12
24W17,20.1,31.3
24W16,19.35,30.31
24W15,20.2,31.82
24W14,20.5,32.48
24W13,20.95,33.39
24W12,20.9,33.5
24W11,19.95,32.17
24W10,20.0,32.44
24W09,20.45,33.37
24W08,20.4,33.48
24W07,20.0,33.03
24W06,19.45,32.31
24W05,19.5,32.59
24W04,19.5,32.79
24W03,19.55,33.08
24W02,20.0,34.05
24W01,18.7,32.04
23W52,19.3,33.28
23W51,19.3,33.5
23W50,19.0,33.21
23W49,19.2,33.79
23W48,19.2,34.02
23W47,19.15,34.17
23W46,19.3,34.68
23W45,18.75,33.93
23W44,19.0,34.63
23W43,18.65,34.24
23W42,18.65,34.49
23W41,18.8,35.02
23W40,18.6,34.9
23W39,18.95,35.82
23W38,19.0,36.18
23W37,19.05,36.55
23W36,19.2,37.12
23W35,19.25,37.5
23W34,19.2,37.69
23W33,19.95,39.47
23W32,19.5,38.88
23W31,19.8,39.79
23W30,19.7,39.9
23W29,19.1,39.0
23W28,19.6,40.34
23W27,20.5,42.53
23W26,20.25,42.36
23W25,20.6,43.45
23W24,20.25,43.07
23W23,20.4,43.75
23W22,20.05,43.37
23W21,20.1,43.85
23W20,20.05,44.11
23W19,19.45,43.17
23W18,19.5,43.66
23W17,19.05,43.03
23W16,19.2,43.75
23W15,18.95,43.57
23W14,19.2,44.55
23W13,19.05,44.61
23W12,19.5,46.08
23W11,19.65,46.87
23W10,19.9,47.92
23W09,19.05,46.31
23W08,19.15,47.0
23W07,18.95,46.96
23W06,18.55,46.42
23W05,18.5,46.75
23W03,18.0,45.95
23W02,18.15,46.8
23W01,18.2,47.41
22W53,18.2,47.89
22W52,18.1,46.73
22W51,18.3,46.37
22W50,18.8,46.78
22W49,19.0,46.43
22W48,20.4,48.98
22W47,18.95,44.71
22W46,18.05,41.86
22W45,18.95,43.22
22W44,19.6,43.97
22W43,18.25,40.28
22W42,17.45,37.9
22W41,19.25,41.16
22W40,17.9,37.68
22W39,18.25,37.84
22W38,18.7,38.19
22W37,19.1,38.44
22W36,19.9,39.47
22W35,19.7,38.51
22W34,19.1,36.81
22W33,19.55,37.16
22W32,19.45,36.46
22W31,19.1,35.32
22W30,19.4,35.4
22W29,20.0,36.01
22W28,20.4,36.25
22W27,20.9,36.67
22W26,21.5,37.24
22W25,21.05,36.01
22W24,23.1,39.03
22W23,24.9,41.55
22W22,24.3,40.06
22W21,24.4,39.75
22W20,22.9,36.87
22W19,27.0,42.96
22W18,26.15,41.13
22W17,28.45,44.24
22W16,22.0,33.83
22W15,20.75,31.55
22W14,22.2,33.38
22W13,23.6,35.1
22W12,23.7,34.87
22W11,21.55,31.37
22W10,19.9,28.66
22W09,19.2,27.37
22W08,18.2,25.68
22W07,18.7,26.11
22W05,16.9,23.36
22W04,17.6,24.08
22W03,17.2,23.3
22W02,17.75,23.81
22W01,17.75,23.58
21W52,17.95,23.62
21W51,18.05,23.97
21W50,18.1,24.25
21W49,18.0,24.34
21W48,18.0,24.57
21W47,18.0,24.8
21W46,17.95,24.97
21W45,18.6,26.13
21W44,18.2,25.81
21W43,18.1,25.92
21W42,18.1,26.18
21W41,18.8,27.46
21W40,17.3,25.53
21W39,17.7,26.39
21W38,17.6,26.51
21W37,17.5,26.63
21W36,17.5,26.91
21W35,17.2,26.74
21W34,16.35,25.69
21W33,16.05,25.49
21W32,16.4,26.34
21W31,16.55,26.87
21W30,16.15,26.52
21W29,16.45,27.32
21W28,16.6,27.89
21W27,16.15,27.45
21W26,16.2,27.86
21W25,16.25,28.28
21W24,16.2,28.53
21W23,16.3,29.06
21W22,16.05,28.96
21W21,16.0,29.24
21W20,16.75,31.0
21W19,18.1,33.93
21W18,18.15,34.46
21W17,17.9,34.44
21W16,18.0,35.09
21W15,18.2,35.96
21W14,18.2,36.46
21W13,17.9,36.36
21W12,17.8,36.66
21W11,18.35,38.34
21W10,18.2,38.58
21W09,18.1,38.93
21W08,18.3,39.95
21W06,17.35,38.46
21W05,17.4,39.16
21W04,17.5,40.0
21W03,17.8,41.34
21W02,18.1,42.72
21W01,18.1,43.42
20W52,18.0,43.9
20W51,18.4,44.88
20W50,17.75,43.29
20W49,18.0,43.9
20W48,17.8,43.41
20W47,17.95,43.78
20W46,18.2,44.39
20W45,17.65,43.05
20W44,18.55,45.24
20W43,18.4,44.88
20W42,18.15,44.27
20W41,18.0,43.9
20W40,17.8,43.41
20W39,17.6,42.93
20W38,17.9,43.66
20W37,18.6,45.37
20W36,18.0,43.9
20W35,18.25,44.51
20W34,17.8,43.41
20W33,18.05,44.02
20W32,17.8,43.41
20W31,18.2,44.39
20W30,19.85,48.41
20W29,18.55,45.24
20W28,18.75,45.73
20W27,19.2,46.83
20W26,19.0,46.34
20W25,19.55,47.68
20W24,18.7,45.61
20W23,19.05,46.46
20W22,18.25,44.51
20W21,19.75,48.17
20W20,19.05,46.46
20W19,19.25,46.95
20W18,19.5,47.56
