Date,Price,PER
25W01,75.6,756
24W52,75.6,756
24W51,73.4,752.8
24W50,73.3,771.6
24W49,74.3,803.2
24W48,74.3,825.6
24W47,77.8,889.1
24W46,79.2,931.8
24W45,79.5,963.6
24W44,78.5,981.2
24W43,79.5,1026
24W42,89.6,1195
24W41,93.3,1287
24W40,94.4,1349
24W39,95.8,1419
24W38,91.0,1400
24W37,90.8,1453
24W36,92.4,1540
24W35,105.5,1835
24W34,104.5,1900
24W33,102.0,1943
24W32,100.0,2000
24W31,102.0,2147
24W30,106.0,2356
24W29,99.5,2341
24W28,98.3,2458
24W27,97.8,2608
24W26,98.7,2820
24W25,97.6,3003
24W24,97.7,3257
24W23,96.1,3495
24W22,95.3,3812
24W21,97.0,4311
24W20,97.0,4850
24W19,104.5,5971
24W18,107.0,7133
24W17,104.5,8360
24W16,105.5,10550
24W15,103.5,13800
24W14,103.0,20600
24W13,102.0,40800
24W12,102.0,29399498367474600000
24W11,99.9,-
24W10,99.0,-
24W09,99.0,-
24W08,96.9,-
24W07,95.3,-
24W06,96.0,-
24W05,95.5,-
24W04,96.9,-
24W03,96.5,-
24W02,97.3,-
24W01,96.9,-
23W52,90.8,-
23W51,87.6,-
23W50,85.2,-
23W49,84.1,-
23W48,81.8,-
23W47,82.0,-
23W46,80.5,-
23W45,78.1,-
23W44,79.6,-
23W43,79.3,-
23W42,79.6,-
23W41,77.6,-
23W40,77.9,-
23W39,78.7,-
23W38,76.2,-
23W37,82.0,-
23W36,78.8,-
23W35,80.5,-
23W34,77.0,-
23W33,76.0,-
23W32,77.2,-
23W31,79.0,-
23W30,79.8,-
23W29,80.1,-
23W28,82.0,-
23W27,85.7,-
23W26,88.2,-
23W25,85.9,-
23W24,85.5,-
23W23,86.3,-
23W22,86.8,-
23W21,88.1,-
23W20,86.0,-
23W19,86.0,-
23W18,86.0,-
23W17,86.7,-
23W16,85.7,-
23W15,88.9,-
23W14,88.4,-
23W13,87.9,-
23W12,87.9,-
23W11,86.4,-
23W10,87.8,-
23W09,87.4,-
23W08,87.0,-
23W07,88.7,-
23W06,85.7,-
23W05,80.6,-
23W03,79.3,-
23W02,80.2,-
23W01,79.6,-
22W53,79.1,-
22W52,78.0,-
22W51,78.6,-
22W50,78.0,-
22W49,76.5,-
22W48,74.0,-
22W47,73.1,-
22W46,76.0,-
22W45,77.3,-
22W44,77.4,-
22W43,78.7,-
22W42,78.6,-
22W41,79.9,211.1
22W40,80.4,100.2
22W39,80.6,65.71
22W38,80.0,48.47
22W37,79.2,38.18
22W36,78.0,31.22
22W35,77.4,26.48
22W34,76.9,22.98
22W33,77.0,20.42
22W32,82.9,19.76
22W31,83.2,18.01
22W30,82.2,16.3
22W29,82.6,15.11
22W28,82.7,14.04
22W27,84.9,13.44
22W26,88.7,13.16
22W25,89.5,12.49
22W24,92.0,12.13
22W23,94.0,11.73
22W22,94.1,11.16
22W21,93.3,10.53
22W20,93.9,10.11
22W19,95.9,9.88
22W18,96.0,9.48
22W17,97.4,9.23
22W16,99.1,9.03
22W15,101.0,8.86
22W14,100.5,8.5
22W13,108.5,8.86
22W12,117.0,9.23
22W11,114.0,8.7
22W10,112.0,8.28
22W09,112.5,8.07
22W08,116.0,8.07
22W07,117.0,7.91
22W05,115.0,7.56
22W04,112.0,7.16
22W03,112.5,7
22W02,113.0,6.85
22W01,115.0,6.8
21W52,113.5,6.55
21W51,113.0,6.66
21W50,111.0,6.69
21W49,111.5,6.88
21W48,109.5,6.92
21W47,111.0,7.19
21W46,111.0,7.37
21W45,111.5,7.59
21W44,112.0,7.82
21W43,108.5,7.79
21W42,106.5,7.86
21W41,106.5,8.08
21W40,106.0,8.28
21W39,107.5,8.65
21W38,108.0,8.97
21W37,109.5,9.39
21W36,110.5,9.79
21W35,110.0,10.08
21W34,110.0,10.44
21W33,114.0,11.23
21W32,109.5,11.2
21W31,104.0,11.07
21W30,101.5,11.25
21W29,98.9,11.45
21W28,99.8,12.08
21W27,100.0,12.68
21W26,99.9,13.31
21W25,100.0,14.03
21W24,103.5,15.33
21W23,101.0,15.85
21W22,97.5,16.27
21W21,97.7,17.4
21W20,98.0,18.71
21W19,97.5,20.07
21W18,102.5,22.88
21W17,109.0,26.57
21W16,99.1,26.61
21W15,98.6,29.47
21W14,98.6,33.23
21W13,99.8,38.55
21W12,102.0,46.14
21W11,105.0,57.3
21W10,106.5,73.24
21W09,107.5,99.92
21W08,100.0,143.3
