Date,Price,PER
25W01,23.6,32.33
24W52,23.6,32.33
24W51,23.5,31.83
24W50,24.7,33.09
24W49,25.55,33.85
24W48,25.5,33.42
24W47,25.9,33.58
24W46,25.55,32.77
24W45,25.85,32.81
24W44,25.95,32.59
24W43,26.2,32.57
24W42,26.1,32.12
24W41,26.35,32.1
24W40,26.95,32.5
24W39,26.7,31.88
24W38,26.9,31.81
24W37,26.5,31.03
24W36,26.75,31.02
24W35,26.8,30.78
24W34,26.65,30.32
24W33,26.9,30.32
24W32,26.9,30.04
24W31,28.05,31.04
24W30,27.65,30.32
24W29,28.0,30.43
24W28,28.05,30.21
24W27,28.1,30.0
24W26,27.85,29.47
24W25,27.85,29.22
24W24,27.85,28.96
24W23,27.95,28.82
24W22,28.0,28.63
24W21,27.9,28.29
24W20,27.85,28.0
24W19,27.9,27.82
24W18,28.05,27.74
24W17,27.9,27.37
24W16,28.25,27.49
24W15,28.4,27.41
24W14,28.4,27.2
24W13,28.1,26.7
24W12,28.45,26.82
24W11,28.45,26.61
24W10,29.4,27.29
24W09,29.75,27.4
24W08,28.8,26.33
24W07,28.85,26.18
24W06,28.65,25.8
24W05,28.65,25.61
24W04,28.7,25.47
24W03,28.6,25.19
24W02,28.9,25.27
24W01,29.05,25.22
23W52,28.5,24.57
23W51,28.4,24.4
23W50,28.25,24.2
23W49,28.7,24.51
23W48,28.0,23.83
23W47,27.75,23.54
23W46,27.9,23.6
23W45,27.8,23.44
23W44,27.95,23.49
23W43,28.0,23.46
23W42,28.0,23.39
23W41,28.1,23.4
23W40,28.0,23.24
23W39,28.05,23.21
23W38,28.1,23.18
23W37,28.2,23.19
23W36,28.4,23.29
23W35,28.5,23.3
23W34,28.15,22.94
23W33,28.15,22.87
23W32,28.35,22.96
23W31,28.35,22.9
23W30,28.3,22.79
23W29,28.45,22.84
23W28,28.35,22.69
23W27,28.85,23.02
23W26,28.95,23.03
23W25,28.95,22.97
23W24,29.0,22.94
23W23,29.0,22.87
23W22,29.1,22.88
23W21,29.05,22.78
23W20,29.1,22.75
23W19,29.05,22.64
23W18,29.05,22.58
23W17,29.2,22.63
23W16,29.4,22.72
23W15,29.95,23.08
23W14,29.65,22.78
23W13,29.6,22.68
23W12,29.3,22.38
23W11,30.15,22.97
23W10,30.3,23.02
23W09,30.4,23.03
23W08,30.3,22.89
23W07,29.8,22.45
23W06,29.65,22.27
23W05,29.85,22.36
23W03,29.5,22.03
23W02,29.4,21.9
23W01,29.45,21.88
22W53,29.5,21.85
22W52,29.5,21.5
22W51,29.65,21.26
22W50,29.85,21.07
22W49,29.8,20.71
22W48,29.7,20.32
22W47,29.65,19.98
22W46,29.75,19.75
22W45,29.7,19.43
22W44,29.8,19.22
22W43,29.9,19.01
22W42,30.35,19.02
22W41,30.2,18.67
22W40,30.5,18.6
22W39,31.25,18.8
22W38,31.55,18.73
22W37,30.6,17.93
22W36,30.3,17.52
22W35,30.15,17.21
22W34,30.15,17.0
22W33,30.3,16.87
22W32,30.0,16.5
22W31,30.45,16.54
22W30,30.35,16.29
22W29,29.8,15.81
22W28,29.45,15.44
22W27,29.5,15.28
22W26,29.85,15.29
22W25,30.5,15.45
22W24,32.7,16.38
22W23,32.5,16.1
22W22,32.05,15.7
22W21,32.2,15.6
22W20,31.9,15.29
22W19,32.4,15.37
22W18,32.2,15.11
22W17,32.6,15.14
22W16,32.45,14.92
22W15,32.8,14.92
22W14,32.85,14.8
22W13,32.9,14.67
22W12,32.5,14.35
22W11,32.65,14.28
22W10,32.9,14.25
22W09,33.3,14.28
22W08,32.3,13.72
22W07,32.2,13.55
22W05,31.4,13.09
22W04,31.75,13.12
22W03,31.8,13.02
22W02,31.65,12.84
22W01,32.0,12.86
21W52,31.7,12.63
21W51,31.7,12.67
21W50,31.95,12.82
21W49,31.6,12.72
21W48,31.3,12.64
21W47,31.35,12.7
21W46,31.2,12.69
21W45,31.2,12.73
21W44,31.05,12.71
21W43,30.6,12.57
21W42,30.8,12.7
21W41,31.0,12.82
21W40,29.75,12.35
21W39,30.3,12.62
21W38,30.65,12.81
21W37,30.2,12.67
21W36,30.2,12.72
21W35,30.8,13.01
21W34,29.8,12.64
21W33,30.6,13.02
21W32,31.55,13.48
21W31,31.4,13.46
21W30,31.6,13.59
21W29,31.65,13.67
21W28,32.05,13.89
21W27,32.2,14.0
21W26,32.5,14.19
21W25,32.35,14.17
21W24,35.0,15.39
21W23,34.75,15.34
21W22,33.75,14.95
21W21,33.5,14.9
21W20,33.35,14.89
21W19,34.85,15.62
21W18,37.25,16.75
21W17,37.0,16.71
21W16,37.2,16.86
21W15,36.65,16.67
21W14,35.3,16.12
21W13,34.8,15.95
21W12,34.95,16.09
21W11,34.95,16.15
21W10,33.1,15.35
21W09,29.4,13.69
21W08,28.8,13.46
21W06,28.35,13.31
