Date,Price,PER
25W01,26.2,19.41
24W52,26.4,19.56
24W51,27.85,20.63
24W50,26.35,19.51
24W49,28.25,20.92
24W48,25.65,18.99
24W47,26.1,19.32
24W46,25.85,19.13
24W45,27.25,20.17
24W44,27.35,20.24
24W43,27.75,20.53
24W42,26.85,19.86
24W41,27.25,20.15
24W40,25.6,18.93
24W39,26.35,19.48
24W38,26.05,19.26
24W37,26.05,19.26
24W36,26.15,19.33
24W35,28.15,20.8
24W34,28.15,20.8
24W33,29.05,21.46
24W32,26.9,19.87
24W31,28.1,20.75
24W30,30.3,22.37
24W29,30.8,22.74
24W28,31.9,23.55
24W27,35.35,26.09
24W26,30.65,22.62
24W25,29.3,21.62
24W24,31.35,23.13
24W23,31.0,22.87
24W22,28.8,21.24
24W21,26.95,19.88
24W20,27.5,20.28
24W19,29.1,21.45
24W18,28.65,21.12
24W17,28.5,21.01
24W16,30.45,22.44
24W15,27.65,20.37
24W14,24.75,18.23
24W13,23.7,17.46
24W12,23.6,17.38
24W11,23.3,17.16
24W10,24.0,17.67
24W09,23.95,17.63
24W08,23.75,17.48
24W07,24.3,17.89
24W06,23.0,16.93
24W05,23.35,17.18
24W04,23.75,17.47
24W03,23.7,17.43
24W02,25.5,18.76
24W01,24.8,18.24
23W52,25.25,18.57
23W51,25.55,18.87
23W50,26.8,19.89
23W49,27.35,20.39
23W48,27.25,20.41
23W47,28.1,21.15
23W46,26.95,20.38
23W45,27.0,20.52
23W44,29.6,22.6
23W43,27.6,21.17
23W42,25.6,19.73
23W41,28.15,21.81
23W40,28.4,22.11
23W39,26.0,20.34
23W38,25.65,20.16
23W37,26.35,20.82
23W36,22.2,17.62
23W35,22.35,17.83
23W34,22.5,18.04
23W33,23.1,18.62
23W32,24.15,19.56
23W31,26.5,21.58
23W30,27.55,22.55
23W29,27.2,22.37
23W28,29.1,24.06
23W27,31.75,26.39
23W26,27.45,22.93
23W25,27.0,22.68
23W24,24.1,20.35
23W23,25.8,21.9
23W22,29.5,25.18
23W21,24.35,20.89
23W20,22.7,19.58
23W19,14.15,12.27
23W18,15.0,13.08
23W17,15.05,13.2
23W16,14.3,12.61
23W15,15.15,13.43
23W14,15.6,13.91
23W13,15.15,13.58
23W12,15.4,13.89
23W11,13.0,11.79
23W10,14.85,13.54
23W09,13.4,12.29
23W08,12.95,11.95
23W07,13.0,12.06
23W06,12.6,11.76
23W05,12.1,11.36
23W03,11.9,11.24
23W02,11.95,11.35
23W01,12.1,11.56
22W53,11.95,11.49
22W52,11.95,11.54
22W51,12.0,11.64
22W50,11.85,11.54
22W49,12.1,11.84
22W48,11.7,11.49
22W47,11.65,11.5
22W46,11.55,11.45
22W45,10.85,10.8
22W44,10.9,10.9
22W43,10.7,10.75
22W42,11.0,11.1
22W41,11.35,11.5
22W40,11.65,11.86
22W39,12.1,12.37
22W38,12.45,12.79
22W37,12.6,13.0
22W36,13.1,13.58
22W35,13.6,14.16
22W34,13.4,14.02
22W33,12.6,13.24
22W32,12.55,13.25
22W31,12.75,13.53
22W30,12.85,13.7
22W29,13.15,14.08
22W28,13.55,14.58
22W27,12.4,13.41
22W26,13.0,14.12
22W25,12.8,13.97
22W24,12.9,14.15
22W23,12.25,13.5
22W22,12.4,13.73
22W21,12.35,13.75
22W20,12.05,13.48
22W19,12.6,14.16
22W18,12.1,13.67
22W17,12.3,13.97
22W16,12.75,14.55
22W15,12.65,14.51
22W14,12.85,14.81
22W13,12.8,14.83
22W12,13.0,15.14
22W11,12.6,14.75
22W10,12.8,15.06
22W09,12.55,14.85
22W08,13.0,15.46
22W07,13.6,16.26
22W05,12.6,15.14
22W04,13.1,15.83
22W03,13.0,15.79
22W02,13.55,16.55
22W01,13.05,16.02
21W52,11.7,14.44
21W51,11.6,14.38
21W50,11.7,14.57
21W49,11.05,13.82
21W48,11.15,14.01
21W47,10.95,13.82
21W46,10.75,13.63
21W45,10.7,13.63
21W44,10.4,13.3
21W43,10.6,13.62
21W42,10.5,13.55
21W41,10.6,13.75
21W40,10.65,13.87
21W39,10.7,14.0
21W38,10.65,14.0
21W37,10.6,14.0
21W36,10.8,14.33
21W35,10.55,14.07
21W34,10.5,14.07
21W33,10.85,14.6
21W32,10.95,14.81
21W31,11.0,14.95
21W30,11.05,15.09
21W29,11.2,15.37
21W28,11.35,15.65
21W27,11.4,15.79
21W26,11.25,15.66
21W25,11.35,15.88
21W24,11.2,15.75
21W23,11.4,16.11
21W22,11.45,16.26
21W21,11.45,16.34
21W20,11.1,15.92
21W19,12.45,17.95
21W18,13.35,19.35
21W17,12.05,17.55
21W16,11.75,17.2
21W15,11.9,17.52
21W14,11.6,17.16
21W13,11.65,17.33
21W12,11.85,17.72
21W11,11.55,17.36
21W10,11.35,17.15
21W09,11.65,17.7
21W08,11.3,17.26
21W06,11.2,17.2
21W05,11.35,17.52
21W04,11.3,17.54
21W03,11.25,17.56
21W02,11.55,18.13
21W01,11.75,18.55
20W52,11.65,18.49
20W51,11.75,18.65
20W50,11.5,18.25
20W49,12.05,19.13
20W48,11.4,18.1
20W47,10.7,16.98
20W46,10.75,17.06
20W45,10.45,16.59
20W44,10.35,16.43
20W43,10.45,16.59
20W42,10.45,16.59
20W41,10.55,16.75
20W40,10.45,16.59
20W39,10.35,16.43
20W38,10.8,17.14
20W37,10.7,16.98
20W36,10.65,16.9
20W35,10.6,16.83
20W34,10.6,16.83
20W33,10.55,16.75
20W32,10.2,16.19
20W31,10.25,16.27
20W30,10.4,16.51
20W29,11.0,17.46
20W28,11.0,17.46
20W27,10.4,16.51
20W26,10.25,16.27
20W25,10.3,16.35
20W24,10.1,16.03
20W23,10.35,16.43
20W22,10.0,15.87
20W21,10.0,15.87
20W20,10.1,16.03
20W19,10.1,16.03
20W18,10.1,16.03
20W17,10.0,15.87
20W16,10.1,16.03
20W15,10.05,15.95
20W14,9.66,15.33
20W13,9.64,15.3
20W12,9.27,14.71
20W11,10.0,15.87
20W10,10.5,16.67
20W09,10.55,16.75
20W08,10.6,16.83
20W07,10.65,16.9
20W06,10.75,17.06
20W05,10.75,17.06
20W04,11.25,17.86
20W03,11.1,17.62
20W02,10.75,17.06
20W01,10.65,16.9
