Date,Price,PER
25W01,24.55,8.93
24W52,24.7,8.98
24W51,24.65,9.08
24W50,25.25,9.42
24W49,25.7,9.72
24W48,25.9,9.93
24W47,25.75,10.0
24W46,25.7,10.12
24W45,24.3,9.71
24W44,24.35,9.86
24W43,24.5,10.07
24W42,24.85,10.36
24W41,25.1,10.62
24W40,27.05,11.62
24W39,27.2,11.86
24W38,27.4,12.14
24W37,28.45,12.8
24W36,29.6,13.53
24W35,29.7,13.8
24W34,29.75,14.06
24W33,29.75,14.29
24W32,29.8,14.56
24W31,29.95,14.89
24W30,29.85,15.11
24W29,29.95,15.43
24W28,30.0,15.74
24W27,30.25,16.17
24W26,30.4,16.57
24W25,30.45,16.92
24W24,30.6,17.34
24W23,30.5,17.64
24W22,31.2,18.42
24W21,31.15,18.78
24W20,31.25,19.24
24W19,31.25,19.67
24W18,31.15,20.05
24W17,31.2,20.55
24W16,31.1,20.97
24W15,31.15,21.51
24W14,31.1,22.01
24W13,30.95,22.47
24W12,31.0,23.09
24W11,30.95,23.68
24W10,31.05,24.41
24W09,31.1,25.15
24W08,31.1,25.88
24W07,31.15,26.71
24W06,31.15,27.54
24W05,31.1,28.38
24W04,31.15,29.37
24W03,31.45,30.67
24W02,31.3,31.6
24W01,31.2,32.66
23W52,31.4,34.13
23W51,31.05,32.96
23W50,31.15,32.3
23W49,31.15,31.58
23W48,31.2,30.93
23W47,31.25,30.32
23W46,31.3,29.73
23W45,31.25,29.07
23W44,31.25,28.48
23W43,31.35,28.01
23W42,31.4,27.51
23W41,31.45,27.03
23W40,31.5,26.56
23W39,31.5,26.08
23W38,31.65,25.73
23W37,31.75,25.35
23W36,31.7,24.87
23W35,31.65,24.41
23W34,31.8,24.11
23W33,31.75,23.68
23W32,31.9,23.4
23W31,31.85,22.99
23W30,31.85,22.63
23W29,31.9,22.31
23W28,31.7,21.84
23W27,31.7,21.51
23W26,31.7,21.19
23W25,31.75,20.91
23W24,32.5,21.1
23W23,32.55,20.83
23W22,32.65,20.6
23W21,33.0,20.54
23W20,32.9,20.2
23W19,32.95,19.96
23W18,33.0,19.72
23W17,33.0,19.46
23W16,33.05,19.24
23W15,33.1,19.03
23W14,33.25,18.87
23W13,33.2,18.61
23W12,33.2,18.38
23W11,33.15,18.13
23W10,33.4,18.05
23W09,33.35,17.81
23W08,33.4,17.63
23W07,33.45,17.45
23W06,33.35,17.2
23W05,33.4,17.03
23W03,33.25,16.76
23W02,32.75,16.33
23W01,32.95,16.25
22W53,32.9,16.05
22W52,33.0,15.95
22W51,33.1,15.85
22W50,33.35,15.83
22W49,32.95,15.5
22W48,32.7,15.24
22W47,32.4,14.97
22W46,32.9,15.07
22W45,33.25,15.1
22W44,33.0,14.86
22W43,33.1,14.77
22W42,33.2,14.69
22W41,33.05,14.51
22W40,33.0,14.36
22W39,33.6,14.5
22W38,33.5,14.34
22W37,33.4,14.18
22W36,33.45,14.09
22W35,33.45,13.98
22W34,33.5,13.89
22W33,33.8,13.91
22W32,34.15,13.94
22W31,33.15,13.43
22W30,33.5,13.47
22W29,33.35,13.3
22W28,33.6,13.3
22W27,33.25,13.06
22W26,33.85,13.2
22W25,34.9,13.51
22W24,35.0,13.45
22W23,35.0,13.35
22W22,34.9,13.22
22W21,34.7,13.05
22W20,33.95,12.68
22W19,35.5,13.16
22W18,35.1,12.92
22W17,36.0,13.16
22W16,35.2,12.78
22W15,35.3,12.73
22W14,36.45,13.05
22W13,35.9,12.77
22W12,36.1,12.75
22W11,36.25,12.72
22W10,36.5,12.72
22W09,35.95,12.45
22W08,36.5,12.56
22W07,35.05,11.98
22W05,34.8,11.82
22W04,35.0,11.81
22W03,35.1,11.77
22W02,34.8,11.59
22W01,34.95,11.57
21W52,34.7,11.41
21W51,34.75,11.42
21W50,34.85,11.44
21W49,35.0,11.48
21W48,34.9,11.43
21W47,35.3,11.55
21W46,34.95,11.43
21W45,35.5,11.59
21W44,35.3,11.52
21W43,35.0,11.41
21W42,35.5,11.56
21W41,35.85,11.66
21W40,34.15,11.1
21W39,34.8,11.3
21W38,34.95,11.33
21W37,33.9,10.98
21W36,33.95,10.99
21W35,33.9,10.96
21W34,33.8,10.92
21W33,33.7,10.87
21W32,34.25,11.04
21W31,34.25,11.03
21W30,34.2,11.0
21W29,34.0,10.92
21W28,34.25,10.99
21W27,36.0,11.54
21W26,34.6,11.08
21W25,34.95,11.19
21W24,34.2,10.93
21W23,34.15,10.91
21W22,34.05,10.86
21W21,32.85,10.47
21W20,31.95,10.17
21W19,34.9,11.1
21W18,35.9,11.41
21W17,35.9,11.4
21W16,36.3,11.51
21W15,35.35,11.2
21W14,34.6,10.95
21W13,34.5,10.91
21W12,34.0,10.74
21W11,34.3,10.82
21W10,33.85,10.67
21W09,33.15,10.44
21W08,32.95,10.37
21W06,32.0,10.06
21W05,31.9,10.02
21W04,32.3,10.13
21W03,32.8,10.28
21W02,33.1,10.36
21W01,33.15,10.37
20W52,33.0,10.31
20W51,32.85,10.27
20W50,32.95,10.3
20W49,32.95,10.3
20W48,33.0,10.31
20W47,33.05,10.33
20W46,33.35,10.42
20W45,32.55,10.17
20W44,32.75,10.23
20W43,33.0,10.31
20W42,32.9,10.28
20W41,32.85,10.27
20W40,33.0,10.31
20W39,32.95,10.3
20W38,33.7,10.53
20W37,33.7,10.53
20W36,33.75,10.55
20W35,33.4,10.44
20W34,33.4,10.44
20W33,34.1,10.66
20W32,32.85,10.27
20W31,32.7,10.22
20W30,32.85,10.27
20W29,32.65,10.2
20W28,32.2,10.06
20W27,33.4,10.44
20W26,33.3,10.41
20W25,33.4,10.44
20W24,32.85,10.27
20W23,33.4,10.44
20W22,33.4,10.44
20W21,33.2,10.38
20W20,33.2,10.38
20W19,33.2,10.38
20W18,32.85,10.27
20W17,31.6,9.88
20W16,31.2,9.75
20W15,31.25,9.77
20W14,28.9,9.03
20W13,29.4,9.19
20W12,27.7,8.66
20W11,30.0,9.38
20W10,33.0,10.31
20W09,33.0,10.31
20W08,33.3,10.41
20W07,33.4,10.44
20W06,32.65,10.2
20W05,33.0,10.31
20W04,33.7,10.53
20W03,33.7,10.53
20W02,33.7,10.53
20W01,34.0,10.62
