Date,Price,PER
25W01,14.85,21.21
24W52,14.95,21.36
24W51,15.15,21.31
24W50,15.35,21.27
24W49,15.6,21.3
24W48,15.45,20.79
24W47,15.55,20.63
24W46,15.35,20.08
24W45,15.5,19.99
24W44,15.65,19.91
24W43,15.5,19.45
24W42,15.65,19.38
24W41,15.25,18.63
24W40,16.55,19.96
24W39,16.35,19.46
24W38,15.45,18.16
24W37,15.2,17.64
24W36,15.2,17.43
24W35,15.45,17.5
24W34,15.3,17.12
24W33,15.7,17.36
24W32,15.45,16.88
24W31,15.85,17.11
24W30,15.75,16.81
24W29,16.0,16.88
24W28,16.25,16.95
24W27,16.45,16.97
24W26,16.6,16.94
24W25,16.6,16.75
24W24,16.65,16.62
24W23,16.7,16.5
24W22,16.9,16.52
24W21,16.8,16.25
24W20,16.7,15.99
24W19,16.7,15.82
24W18,16.8,15.76
24W17,16.8,15.6
24W16,16.9,15.54
24W15,18.6,16.93
24W14,18.15,16.36
24W13,17.95,16.03
24W12,17.7,15.65
24W11,17.35,15.2
24W10,17.2,14.93
24W09,17.9,15.39
24W08,18.05,15.38
24W07,17.9,15.11
24W06,17.9,14.97
24W05,17.9,14.84
24W04,18.1,14.87
24W03,17.95,14.62
24W02,18.2,14.7
24W01,18.1,14.49
23W52,18.25,14.48
23W51,18.45,14.4
23W50,19.0,14.58
23W49,17.7,13.36
23W48,17.9,13.3
23W47,17.95,13.12
23W46,17.5,12.6
23W45,17.4,12.33
23W44,17.35,12.11
23W43,17.3,11.9
23W42,17.05,11.55
23W41,17.25,11.52
23W40,17.15,11.29
23W39,17.05,11.07
23W38,17.2,11.01
23W37,17.8,11.24
23W36,17.9,11.15
23W35,17.25,10.6
23W34,17.0,10.31
23W33,17.4,10.42
23W32,17.4,10.29
23W31,18.55,10.83
23W30,18.65,10.75
23W29,18.85,10.73
23W28,18.3,10.29
23W27,19.5,10.84
23W26,20.4,11.2
23W25,19.9,10.8
23W24,20.2,10.84
23W23,20.3,10.77
23W22,19.5,10.23
23W21,19.25,9.98
23W20,19.5,10.0
23W19,20.0,10.14
23W18,20.3,10.18
23W17,19.1,9.48
23W16,19.7,9.67
23W15,21.35,10.37
23W14,22.15,10.65
23W13,21.45,10.21
23W12,21.25,10.01
23W11,21.3,9.93
23W10,21.85,10.09
23W09,21.75,9.94
23W08,20.75,9.39
23W07,20.15,9.03
23W06,19.55,8.68
23W05,19.1,8.4
23W03,18.5,8.06
23W02,18.55,8.01
23W01,17.65,7.55
22W53,17.1,7.25
22W52,17.25,7.36
22W51,16.9,7.26
22W50,16.1,6.96
22W49,16.5,7.18
22W48,16.3,7.14
22W47,16.4,7.24
22W46,16.2,7.2
22W45,15.8,7.07
22W44,14.4,6.49
22W43,14.35,6.51
22W42,13.35,6.1
22W41,15.0,6.9
22W40,14.7,6.81
22W39,15.75,7.35
22W38,16.0,7.52
22W37,15.2,7.2
22W36,14.65,6.99
22W35,15.75,7.57
22W34,16.15,7.82
22W33,15.95,7.79
22W32,15.2,7.48
22W31,15.05,7.46
22W30,15.1,7.54
22W29,12.8,6.44
22W28,12.55,6.37
22W27,12.2,6.24
22W26,13.15,6.78
22W25,15.4,8.0
22W24,16.85,8.83
22W23,16.9,8.93
22W22,17.05,9.08
22W21,17.1,9.19
22W20,16.9,9.16
22W19,18.3,10.0
22W18,18.75,10.33
22W17,20.7,11.5
22W16,21.95,12.31
22W15,20.9,11.82
22W14,20.9,11.93
22W13,21.95,12.64
22W12,18.1,10.52
22W11,17.75,10.41
22W10,17.55,10.38
22W09,17.15,10.24
22W08,16.3,9.82
22W07,16.7,10.16
22W05,15.75,9.68
22W04,16.05,9.95
22W03,16.15,10.11
22W02,17.1,10.81
22W01,17.85,11.4
21W52,18.15,11.71
21W51,19.3,12.7
21W50,16.95,11.38
21W49,16.4,11.24
21W48,16.8,11.75
21W47,16.4,11.72
21W46,17.45,12.75
21W45,15.95,11.92
21W44,16.0,12.23
21W43,16.35,12.79
21W42,16.2,12.98
21W41,16.6,13.63
21W40,18.7,15.75
21W39,19.25,16.63
21W38,20.4,18.1
21W37,20.2,18.41
21W36,20.6,19.31
21W35,20.6,19.87
21W34,17.25,17.14
21W33,19.4,19.87
21W32,21.15,22.36
21W31,22.5,24.57
21W30,25.6,28.9
21W29,19.3,22.56
21W28,18.45,22.36
21W27,17.1,21.51
21W26,12.1,15.82
21W25,11.0,14.97
21W24,11.1,15.76
21W23,11.25,16.68
21W22,11.15,17.31
21W21,10.7,17.43
21W20,10.55,18.07
21W19,11.95,21.59
21W18,12.2,23.31
21W17,11.7,23.73
21W16,11.6,25.06
21W15,9.99,23.09
21W14,9.61,23.87
21W13,9.66,25.94
21W12,9.34,27.3
21W11,9.8,31.41
21W10,9.84,34.92
21W09,9.79,38.92
21W08,9.3,42.01
21W06,9.06,47.39
21W05,9.01,55.97
21W04,9.64,73.71
21W03,9.75,96.93
21W02,9.92,140.9
21W01,9.98,248.3
20W52,9.73,973.0
20W51,9.6,960.0
20W50,9.62,962.0
20W49,9.19,919.0
20W48,9.14,914.0
20W47,9.08,908.0
20W46,9.09,909.0
20W45,8.95,895.0
20W44,9.11,911.0
20W43,9.08,908.0
20W42,9.01,901.0
20W41,9.1,910.0
20W40,9.15,915.0
20W39,9.15,915.0
20W38,9.24,924.0
20W37,9.24,924.0
20W36,9.22,922.0
20W35,9.2,920.0
20W34,9.18,918.0
20W33,9.05,905.0
20W32,9.29,929.0
20W31,9.13,913.0
20W30,9.18,918.0
20W29,9.39,939.0
20W28,9.33,933.0
20W27,9.14,914.0
20W26,9.16,916.0
20W25,9.19,919.0
20W24,8.74,874.0
20W23,8.5,850.0
20W22,8.14,814.0
20W21,8.08,808.0
20W20,8.0,800.0
20W19,8.34,834.0
20W18,8.29,829.0
20W17,8.06,806.0
20W16,8.22,822.0
20W15,7.65,765.0
20W14,7.55,755.0
20W13,7.75,775.0
20W12,6.85,685.0
20W11,8.08,808.0
20W10,9.43,943.0
20W09,9.47,947.0
20W08,9.65,965.0
20W07,9.66,966.0
20W06,9.69,969.0
20W05,9.73,973.0
20W04,9.92,992.0
20W03,9.92,992.0
20W02,9.83,983.0
20W01,10.05,1005.0
