Date,Price,PER
25W01,214.0,33.02
24W52,219.5,33.87
24W51,216.0,33.33
24W50,225.5,34.8
24W49,234.5,36.19
24W48,233.5,36.03
24W47,244.0,37.65
24W46,243.0,37.5
24W45,248.5,38.35
24W44,247.0,38.12
24W43,248.5,38.35
24W42,247.0,38.12
24W41,267.5,41.28
24W40,263.5,40.66
24W39,264.5,40.82
24W38,281.0,43.36
24W37,264.0,40.74
24W36,255.5,39.43
24W35,278.0,42.9
24W34,270.0,41.67
24W33,245.0,37.81
24W32,238.0,36.73
24W31,248.0,38.27
24W30,272.0,41.98
24W29,282.0,43.52
24W28,312.0,48.15
24W27,304.0,46.91
24W26,274.5,42.36
24W25,274.0,42.28
24W24,265.5,40.97
24W23,265.0,40.9
24W22,268.0,41.36
24W21,275.0,42.44
24W20,258.5,39.89
