Date,Price,PER
25W01,108.0,20.93
24W52,108.0,20.93
24W51,107.5,20.89
24W50,112.5,21.92
24W49,117.0,22.85
24W48,115.0,22.52
24W47,123.5,24.25
24W46,131.5,25.88
24W45,122.5,24.18
24W44,131.5,26.02
24W43,133.5,26.49
24W42,138.5,27.55
24W41,138.0,27.52
24W40,123.0,24.6
24W39,129.5,25.96
24W38,132.5,26.64
24W37,136.0,27.41
24W36,125.0,25.26
24W35,125.0,25.33
24W34,121.0,24.59
24W33,121.5,24.76
24W32,99.3,20.29
24W31,92.7,18.99
24W30,89.1,18.3
24W29,100.5,20.7
24W28,106.0,21.89
24W27,110.0,22.78
24W26,111.0,23.05
24W25,114.0,23.74
24W24,111.5,23.29
24W23,110.0,23.04
24W22,115.0,24.15
24W21,114.0,24.01
24W20,102.5,21.65
24W19,103.0,21.81
24W18,99.2,21.07
24W17,96.8,20.62
24W16,96.1,20.52
24W15,103.5,22.17
24W14,107.5,23.09
24W13,106.0,22.83
24W12,107.0,23.11
24W11,103.5,22.42
24W10,107.5,23.36
24W09,113.0,24.62
24W08,112.5,24.58
24W07,111.0,24.33
24W06,106.0,23.3
24W05,107.5,23.7
24W04,106.0,23.44
24W03,108.0,23.95
24W02,117.5,26.13
24W01,125.5,27.99
23W52,128.5,28.75
23W51,127.0,27.48
23W50,131.0,27.45
23W49,134.5,27.31
23W48,134.0,26.4
23W47,134.0,25.63
23W46,131.5,24.45
23W45,129.0,23.32
23W44,120.5,21.21
23W43,121.5,20.83
23W42,123.5,20.63
23W41,134.5,21.92
23W40,137.0,21.78
23W39,136.0,21.12
23W38,138.0,20.93
23W37,139.0,20.61
23W36,138.5,20.09
23W35,133.5,18.95
23W34,133.5,18.55
23W33,133.5,18.16
23W32,133.5,17.8
23W31,138.5,18.1
23W30,139.5,17.87
23W29,138.5,17.41
23W28,144.0,17.76
23W27,154.0,18.65
23W26,158.0,18.79
23W25,152.0,17.75
23W24,146.5,16.81
23W23,144.5,16.3
23W22,133.0,14.75
23W21,129.5,14.12
23W20,130.5,14.0
23W19,129.5,13.67
23W18,138.5,14.39
23W17,140.0,14.32
23W16,136.5,13.75
23W15,143.0,14.19
23W14,142.0,13.88
23W13,144.5,13.92
23W12,149.5,14.19
23W11,148.0,13.85
23W10,148.5,13.7
23W09,150.0,13.65
23W08,149.5,13.42
23W07,149.5,13.24
23W06,151.0,13.2
23W05,154.0,13.28
23W03,143.0,12.18
23W02,145.0,12.19
23W01,145.0,12.03
22W53,149.0,12.21
22W52,146.0,12.0
22W51,151.5,12.49
22W50,153.5,12.69
22W49,161.5,13.38
22W48,159.5,13.25
22W47,156.5,13.04
22W46,157.0,13.12
22W45,150.5,12.61
22W44,145.5,12.23
22W43,143.0,12.05
22W42,141.0,11.91
22W41,164.5,13.94
22W40,171.5,14.57
22W39,164.5,14.02
22W38,171.0,14.61
22W37,169.0,14.48
22W36,152.5,13.11
22W35,160.5,13.83
22W34,161.0,13.92
22W33,161.5,14.0
22W32,159.5,13.87
22W31,173.0,15.09
22W30,167.5,14.65
22W29,162.5,14.25
22W28,172.0,15.13
22W27,148.5,13.1
22W26,164.0,14.51
22W25,154.0,13.67
22W24,147.0,13.08
22W23,154.5,13.79
22W22,154.5,13.83
22W21,147.0,13.2
22W20,125.5,11.3
22W19,128.5,11.61
22W18,125.0,11.33
22W17,140.0,12.72
22W16,144.0,13.13
22W15,140.5,12.85
22W14,148.5,13.62
22W13,144.5,13.29
22W12,147.0,13.57
22W11,148.5,13.75
22W10,160.0,14.86
22W09,160.5,14.95
22W08,163.5,15.28
22W07,167.5,15.7
22W05,156.0,14.67
22W04,156.0,14.71
22W03,159.0,15.04
22W02,170.0,16.13
22W01,181.0,17.23
21W52,178.5,17.05
21W51,176.0,16.91
21W50,180.5,17.45
21W49,177.0,17.22
21W48,178.0,17.43
21W47,188.5,18.57
21W46,171.5,17.01
21W45,172.0,17.17
21W44,176.0,17.68
21W43,167.5,16.93
21W42,154.5,15.72
21W41,155.0,15.88
21W40,151.0,15.57
21W39,164.0,17.02
21W38,167.0,17.45
21W37,158.5,16.67
21W36,168.0,17.79
21W35,155.0,16.53
21W34,152.0,16.32
21W33,164.0,17.73
21W32,171.5,18.67
21W31,173.0,18.97
21W30,182.0,20.1
21W29,185.0,20.58
21W28,184.5,20.67
21W27,189.0,21.33
21W26,192.0,21.82
21W25,181.5,20.78
21W24,175.0,20.19
21W23,170.0,19.76
21W22,172.5,20.2
21W21,172.5,20.35
21W20,160.5,19.08
21W19,176.0,21.08
21W18,178.5,21.55
21W17,179.5,21.84
21W16,187.5,22.99
21W15,187.5,23.18
21W14,191.0,23.8
21W13,190.5,23.93
21W12,176.5,22.35
21W11,176.0,22.47
21W10,179.0,23.04
21W09,188.0,24.4
21W08,187.5,24.54
21W06,180.5,23.83
21W05,175.5,23.36
21W04,172.5,23.16
21W03,174.0,23.57
21W02,181.5,24.8
21W01,171.5,23.64
20W52,169.0,23.5
20W51,174.0,24.2
20W50,179.5,24.97
20W49,192.5,26.77
20W48,191.5,26.63
20W47,191.0,26.56
20W46,195.5,27.19
20W45,185.5,25.8
20W44,169.0,23.5
20W43,182.5,25.38
20W42,169.5,23.57
20W41,176.5,24.55
20W40,166.5,23.16
20W39,160.5,22.32
20W38,192.0,26.7
20W37,182.0,25.31
20W36,196.0,27.26
20W35,215.0,29.9
20W34,178.5,24.83
20W33,184.5,25.66
20W32,174.0,24.2
20W31,165.5,23.02
20W30,168.5,23.44
20W29,171.5,23.85
20W28,165.5,23.02
20W27,189.0,26.29
20W26,177.0,24.62
20W25,165.0,22.95
20W24,168.5,23.44
20W23,162.0,22.53
20W22,150.0,20.86
20W21,143.0,19.89
20W20,120.5,16.76
20W19,143.5,19.96
20W18,141.5,19.68
20W17,130.5,18.15
20W16,133.0,18.5
20W15,122.5,17.04
20W14,107.5,14.95
20W13,112.5,15.65
20W12,82.6,11.49
20W11,121.0,16.83
20W10,153.5,21.35
20W09,152.0,21.14
20W08,170.0,23.64
20W07,171.5,23.85
20W06,171.0,23.78
20W05,173.0,24.06
20W04,189.0,26.29
20W03,192.0,26.7
20W02,177.5,24.69
20W01,171.0,23.78
