Date,Price,PER
25W01,17.5,76.09
24W52,17.55,76.3
24W51,17.7,82.03
24W50,17.55,87.08
24W49,17.3,92.36
24W48,17.3,99.96
24W47,17.75,111.7
24W46,17.7,122.4
24W45,17.75,136.1
24W44,17.4,149.8
24W43,17.35,170.2
24W42,17.3,197.3
24W41,17.4,236.9
24W40,17.7,298.8
24W39,17.95,398.9
24W38,18.15,589.9
24W37,18.15,1097
24W36,18.05,7822
24W35,18.2,-
24W34,18.25,-
24W33,17.65,-
24W32,17.65,-
24W31,18.75,-
24W30,19.1,-
24W29,19.15,-
24W28,20.15,-
24W27,20.25,-
24W26,20.35,-
24W25,20.65,-
24W24,20.3,-
24W23,20.5,-
24W22,20.3,-
24W21,19.3,-
24W20,20.85,-
24W19,20.45,-
24W18,22.2,-
24W17,19.9,-
24W16,18.25,-
24W15,18.1,-
24W14,18.1,-
24W13,18.25,-
24W12,17.1,-
24W11,17.1,-
24W10,16.35,-
24W09,16.8,-
24W08,16.85,-
24W07,17.15,-
24W06,17.6,-
24W05,17.65,-
24W04,17.6,-
24W03,17.2,-
24W02,18.2,-
24W01,18.1,-
23W52,18.25,-
23W51,17.95,-
23W50,17.7,-
23W49,17.7,-
23W48,17.8,-
23W47,17.9,-
23W46,19.65,-
23W45,17.35,-
23W44,17.2,-
23W43,16.75,-
23W42,16.35,-
23W41,17.1,-
23W40,17.1,-
23W39,17.15,-
23W38,17.15,-
23W37,17.1,-
23W36,17.05,-
23W35,17.45,-
23W34,17.85,-
23W33,17.2,-
23W32,18.6,-
23W31,19.55,-
23W30,19.95,-
23W29,20.8,-
23W28,21.8,-
23W27,23.35,-
23W26,24.5,-
23W25,26.55,-
23W24,23.05,-
23W23,25.0,-
23W22,19.9,-
23W21,18.5,-
23W20,18.5,-
23W19,18.45,-
23W18,18.45,-
23W17,18.3,-
23W16,18.35,-
23W15,17.8,-
23W14,17.1,-
23W13,17.1,-
23W12,17.45,-
23W11,17.3,-
23W10,17.75,-
23W09,18.65,-
23W08,18.8,-
23W07,18.75,-
23W06,16.8,-
23W05,17.1,-
23W03,16.95,-
23W02,16.95,-
23W01,16.8,-
22W53,16.7,-
22W52,16.45,-
22W51,16.8,-
22W50,16.8,-
22W49,16.8,-
22W48,16.45,-
22W47,16.35,-
22W46,16.3,-
22W45,16.0,-
22W44,15.75,-
22W43,15.7,-
22W42,16.25,-
22W41,17.45,-
22W40,16.65,-
22W39,16.4,-
22W38,16.35,-
22W37,16.2,-
22W36,16.1,-
22W35,16.8,-
22W34,16.65,-
22W33,16.6,-
22W32,16.25,-
22W31,16.55,-
22W30,16.45,-
22W29,16.05,-
22W28,16.15,-
22W27,16.25,-
22W26,17.1,-
22W25,17.85,-
22W24,19.05,-
22W23,18.1,-
22W22,16.95,-
22W21,16.5,-
22W20,16.45,-
22W19,16.95,-
22W18,17.0,-
22W17,17.2,-
22W16,17.2,-
22W15,17.15,-
22W14,17.1,-
22W13,17.3,-
22W12,17.4,-
22W11,17.15,-
22W10,18.3,-
22W09,18.9,-
22W08,18.35,-
22W07,17.35,-
22W05,17.1,-
22W04,17.25,-
22W03,17.25,-
22W02,17.25,-
22W01,17.55,-
21W52,17.35,-
21W51,17.25,-
21W50,17.6,-
21W49,17.65,-
21W48,17.85,-
21W47,18.2,-
21W46,18.25,-
21W45,18.1,-
21W44,18.05,-
21W43,18.0,-
21W42,18.0,-
21W41,18.45,-
21W40,18.0,-
21W39,18.0,-
21W38,17.95,-
21W37,17.7,-
21W36,18.2,-
21W35,18.35,-
21W34,17.8,-
21W33,17.75,-
21W32,18.5,-
21W31,18.1,-
21W30,19.65,-
21W29,19.45,-
21W28,19.8,-
21W27,18.0,-
21W26,18.2,-
21W25,18.05,-
21W24,16.95,-
21W23,17.35,-
21W22,16.7,-
21W21,16.1,-
21W20,15.9,-
21W19,19.3,-
21W18,20.65,-
21W17,20.1,-
21W16,19.45,-
21W15,19.6,-
21W14,20.1,-
21W13,20.5,-
21W12,20.8,-
21W11,21.75,-
21W10,21.7,-
21W09,21.1,-
21W08,20.7,-
21W06,20.0,-
21W05,19.9,-
21W04,19.25,-
21W03,20.05,-
21W02,20.95,-
21W01,21.8,-
20W52,22.2,-
20W51,22.0,-
20W50,21.35,-
20W49,21.25,-
20W48,21.35,-
20W47,22.1,-
20W46,22.3,-
20W45,22.15,-
20W44,22.0,-
20W43,22.5,-
20W42,19.0,-
20W41,19.7,-
20W40,19.1,-
20W39,17.9,-
20W38,18.2,-
20W37,17.35,-
20W36,16.4,-
20W35,16.1,-
20W34,16.2,-
20W33,16.3,-
20W32,16.1,-
20W31,16.8,-
20W30,16.8,-
20W29,16.9,-
20W28,16.85,-
20W27,15.4,-
20W26,15.6,-
20W25,15.3,-
20W24,15.2,-
20W23,15.4,-
20W22,15.6,-
20W21,13.75,-
20W20,12.2,-
20W19,10.8,-
20W18,11.0,-
20W17,10.0,-
20W16,10.2,-
20W15,10.4,-
20W14,10.6,-
20W13,10.6,-
20W12,9.7,-
20W11,10.3,-
20W10,13.1,-
20W09,13.05,-
20W08,13.3,-
20W07,13.55,-
20W06,13.1,-
20W05,14.15,-
20W04,15.5,-
20W03,15.5,-
20W02,15.6,-
20W01,15.5,-
